Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
release of cytochrome c from mitochondria (GO:0001836)	1/25	0.0234951516160244178177407547991606406867504119873046875	0.085093839272544380403218156061484478414058685302734375	0.032285271469141514633083289709247765131294727325439453125	0.120039387004946374037928080724668689072132110595703125	-1.549110475204064	3.81700920233434	BCL2
neuron projection regeneration (GO:0031102)	1/22	0.020703600245214441588625930990019696764647960662841796875	0.0826960946937422558544739104036125354468822479248046875	0.0286109261012762183806756866033538244664669036865234375	0.116273472934837640568872529911459423601627349853515625	-1.5253632761899474	3.8020944194862896	BCL2
termination of RNA polymerase III transcription (GO:0006386)	1/18	0.01696976980081854602389057617983780801296234130859375	0.07466936759332847006742639450749265961349010467529296875	0.023691299333770572677071442058149841614067554473876953125	0.10615524509170275180292009054028312675654888153076171875	-1.4549461448520307	3.775127437374054	POLR2L
transcription elongation from RNA polymerase III promoter (GO:0006385)	1/18	0.01696976980081854602389057617983780801296234130859375	0.07466936759332847006742639450749265961349010467529296875	0.023691299333770572677071442058149841614067554473876953125	0.10615524509170275180292009054028312675654888153076171875	-1.4519545743239326	3.7673652531712767	POLR2L
intrinsic apoptotic signaling pathway in response to oxidative stress (GO:0008631)	1/18	0.01696976980081854602389057617983780801296234130859375	0.07466936759332847006742639450749265961349010467529296875	0.023691299333770572677071442058149841614067554473876953125	0.10615524509170275180292009054028312675654888153076171875	-1.4284471568434232	3.7063709015751884	BCL2
regulation of osteoblast proliferation (GO:0033688)	1/20	0.01883836768544477902054268270148895680904388427734375	0.0802927988544262227765813122459803707897663116455078125	0.02615404671585640217212898051002412103116512298583984375	0.1128498682369359629173999337581335566937923431396484375	-1.4658070182842018	3.6968757341275635	BCL2
regulation of double-strand break repair (GO:2000779)	1/24	0.0225654732029266884285600980319941299967467784881591796875	0.0834564326393955335792185223908745683729648590087890625	0.03106195065245831443689894513227045536041259765625	0.11800164948950196686094926690202555619180202484130859375	-1.4519858631905223	3.6059060480415956	CHEK1
axon development (GO:0061564)	1/20	0.01883836768544477902054268270148895680904388427734375	0.0802927988544262227765813122459803707897663116455078125	0.02615404671585640217212898051002412103116512298583984375	0.1128498682369359629173999337581335566937923431396484375	-1.4295567751534763	3.605449889855736	BCL2
regulation of myeloid cell apoptotic process (GO:0033032)	1/22	0.020703600245214441588625930990019696764647960662841796875	0.0826960946937422558544739104036125354468822479248046875	0.0286109261012762183806756866033538244664669036865234375	0.116273472934837640568872529911459423601627349853515625	-1.4464572056351306	3.6054144972651243	BCL2
digestive tract morphogenesis (GO:0048546)	1/19	0.0179044897670136808620622304033531690947711467742919921875	0.07822023966964102015264614919942687265574932098388671875	0.0249234073479651895011155460224472335539758205413818359375	0.11026241605207383333908666145362076349556446075439453125	-1.40663698379685	3.5844301241445504	BCL2
regulation of anoikis (GO:2000209)	1/20	0.01883836768544477902054268270148895680904388427734375	0.0802927988544262227765813122459803707897663116455078125	0.02615404671585640217212898051002412103116512298583984375	0.1128498682369359629173999337581335566937923431396484375	-1.4190339059983317	3.5789104210526803	BCL2
ATP metabolic process (GO:0046034)	2/377	0.049065838787552835953409413605186273343861103057861328125	0.1109935964805806862809589574681012891232967376708984375	0.0812762276981409403919798251081374473869800567626953125	0.169588307943285110379605384878232143819332122802734375	-1.6200070915750056	3.5612336745779563	IGHMBP2;PMS2
Notch receptor processing (GO:0007220)	1/22	0.020703600245214441588625930990019696764647960662841796875	0.0826960946937422558544739104036125354468822479248046875	0.0286109261012762183806756866033538244664669036865234375	0.116273472934837640568872529911459423601627349853515625	-1.427439336283619	3.5580108813130535	UBB
mesenchymal cell development (GO:0014031)	1/24	0.0225654732029266884285600980319941299967467784881591796875	0.0834564326393955335792185223908745683729648590087890625	0.03106195065245831443689894513227045536041259765625	0.11800164948950196686094926690202555619180202484130859375	-1.4323016828970376	3.5570217533866524	BCL2
nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423)	1/28	0.026279163165829046155952397612054483033716678619384765625	0.08917055850929371529911549032476614229381084442138671875	0.035946487751942070298927234262009733356535434722900390625	0.1250079350179477966076291295394184999167919158935546875	-1.4673539348544817	3.5468943222927085	UBB
pigment cell differentiation (GO:0050931)	1/24	0.0225654732029266884285600980319941299967467784881591796875	0.0834564326393955335792185223908745683729648590087890625	0.03106195065245831443689894513227045536041259765625	0.11800164948950196686094926690202555619180202484130859375	-1.422177990576331	3.5318802666179496	BCL2
regulation of cellular response to stress (GO:0080135)	2/404	0.055511675663203093045172664687925134785473346710205078125	0.11866257274794789200456079925061203539371490478515625	0.09145614038558173841675369430959108285605907440185546875	0.172630450198699991748441107120015658438205718994140625	-1.6559926108114613	3.5297007837455006	TAOK1;CHEK1
positive regulation of gene expression, epigenetic (GO:0045815)	1/16	0.015097800855745246995098796105594374239444732666015625	0.072283306836752936330725560765131376683712005615234375	0.0212226707649265065869226276618064730428159236907958984375	0.10521026145165694731797856320554274134337902069091796875	-1.3417771459652121	3.525066016134105	CHEK1
regulation of protein homodimerization activity (GO:0043496)	1/18	0.01696976980081854602389057617983780801296234130859375	0.07466936759332847006742639450749265961349010467529296875	0.023691299333770572677071442058149841614067554473876953125	0.10615524509170275180292009054028312675654888153076171875	-1.3539285353192907	3.513018526501776	BCL2
positive regulation of MAPK cascade (GO:0043410)	2/395	0.05333035465344244940855134018420358188450336456298828125	0.1175462591856518412836152265299460850656032562255859375	0.08802033128176885157234465850706328637897968292236328125	0.171661601113599238122020551600144244730472564697265625	-1.6368022825444954	3.504268189496935	UBB;TAOK1
histone phosphorylation (GO:0016572)	1/22	0.020703600245214441588625930990019696764647960662841796875	0.0826960946937422558544739104036125354468822479248046875	0.0286109261012762183806756866033538244664669036865234375	0.116273472934837640568872529911459423601627349853515625	-1.3985919883266766	3.4861064750669364	CHEK1
regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418)	1/29	0.02720549482512853167737176818263833411037921905517578125	0.09055543277507067945197860581174609251320362091064453125	0.037163983241100873033957441293750889599323272705078125	0.126104972259852010640912567396298982203006744384765625	-1.4507149241551038	3.484317093359957	UBB
cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	1/34	0.03182464368980610081028004287873045541346073150634765625	0.09268927474656026010979559259794768877327442169189453125	0.043229709572730819211461295026310835964977741241455078125	0.1280405380988934027630676837361534126102924346923828125	-1.4613863410734187	3.475911082706037	UBB
stem cell development (GO:0048864)	1/28	0.026279163165829046155952397612054483033716678619384765625	0.08917055850929371529911549032476614229381084442138671875	0.035946487751942070298927234262009733356535434722900390625	0.1250079350179477966076291295394184999167919158935546875	-1.4371840262899183	3.473967487907416	BCL2
B cell homeostasis (GO:0001782)	1/23	0.021634956316026875133839979525873786769807338714599609375	0.08309249705990541523537018520073615945875644683837890625	0.029837169410415025072591532762089627794921398162841796875	0.11716955852741629817703739036005572415888309478759765625	-1.3948957907713941	3.470222960842685	BCL2
response to ischemia (GO:0002931)	1/22	0.020703600245214441588625930990019696764647960662841796875	0.0826960946937422558544739104036125354468822479248046875	0.0286109261012762183806756866033538244664669036865234375	0.116273472934837640568872529911459423601627349853515625	-1.3898380655442755	3.4642865968260517	BCL2
negative regulation of protein modification process (GO:0031400)	2/407	0.056245891641782501391144677427291753701865673065185546875	0.11912803692367697483422972482003387995064258575439453125	0.09261054392849445149327181070475489832460880279541015625	0.1738617385481920074585815427781199105083942413330078125	-1.625610490223615	3.4585780409819784	UBB;USP44
negative regulation of autophagy (GO:0010507)	1/26	0.0244239922727901882792966858914951444603502750396728515625	0.0873816790412595134629469839637749828398227691650390625	0.0335071335001957126831229061281192116439342498779296875	0.12262558280961675938325328161226934753358364105224609375	-1.4109964719248689	3.4392610628138396	BCL2
negative regulation of anoikis (GO:2000811)	1/16	0.015097800855745246995098796105594374239444732666015625	0.072283306836752936330725560765131376683712005615234375	0.0212226707649265065869226276618064730428159236907958984375	0.10521026145165694731797856320554274134337902069091796875	-1.3064554553991703	3.4322702106449667	BCL2
mRNA processing (GO:0006397)	2/397	0.053812307495577381410978290432467474602162837982177734375	0.1175462591856518412836152265299460850656032562255859375	0.0887802523227657347515417995964526198804378509521484375	0.1719943285742454308628879289244650863111019134521484375	-1.597000815780365	3.4190563008257877	POLR2B;POLR2L
purine nucleoside monophosphate metabolic process (GO:0009126)	2/403	0.055267722199452917752893199576647020876407623291015625	0.11866257274794789200456079925061203539371490478515625	0.09107234495036438393089639475874719209969043731689453125	0.172630450198699991748441107120015658438205718994140625	-1.5989938268785477	3.4082095095652614	IGHMBP2;PMS2
T cell homeostasis (GO:0043029)	1/25	0.0234951516160244178177407547991606406867504119873046875	0.085093839272544380403218156061484478414058685302734375	0.032285271469141514633083289709247765131294727325439453125	0.120039387004946374037928080724668689072132110595703125	-1.3823480069630658	3.4061063738604522	BCL2
purine ribonucleoside monophosphate metabolic process (GO:0009167)	2/402	0.055024162795452691288033975069993175566196441650390625	0.11866257274794789200456079925061203539371490478515625	0.09068905522485641579333304207466426305472850799560546875	0.172630450198699991748441107120015658438205718994140625	-1.5976518618327384	3.4053491495352546	IGHMBP2;PMS2
organ growth (GO:0035265)	1/17	0.0160342070688025591096437239002625574357807636260986328125	0.0732543185692352272209149077752954326570034027099609375	0.0224577210232258690780771104300583829171955585479736328125	0.10615524509170275180292009054028312675654888153076171875	-1.3019057697598109	3.4029448345674704	BCL2
axon regeneration (GO:0031103)	1/16	0.015097800855745246995098796105594374239444732666015625	0.072283306836752936330725560765131376683712005615234375	0.0212226707649265065869226276618064730428159236907958984375	0.10521026145165694731797856320554274134337902069091796875	-1.2948650820295446	3.4018204214214496	BCL2
melanocyte differentiation (GO:0030318)	1/22	0.020703600245214441588625930990019696764647960662841796875	0.0826960946937422558544739104036125354468822479248046875	0.0286109261012762183806756866033538244664669036865234375	0.116273472934837640568872529911459423601627349853515625	-1.362838174787505	3.3969871308067363	BCL2
behavioral defense response (GO:0002209)	1/24	0.0225654732029266884285600980319941299967467784881591796875	0.0834564326393955335792185223908745683729648590087890625	0.03106195065245831443689894513227045536041259765625	0.11800164948950196686094926690202555619180202484130859375	-1.3675236646287854	3.3961500439745684	BCL2
endoplasmic reticulum calcium ion homeostasis (GO:0032469)	1/17	0.0160342070688025591096437239002625574357807636260986328125	0.0732543185692352272209149077752954326570034027099609375	0.0224577210232258690780771104300583829171955585479736328125	0.10615524509170275180292009054028312675654888153076171875	-1.2912779416602906	3.3751656253697067	BCL2
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	1/27	0.025351995885326904234258194037465727888047695159912109375	0.08860522561921753414981850482945446856319904327392578125	0.034727538381989199456345573935323045589029788970947265625	0.1250079350179477966076291295394184999167919158935546875	-1.391014011846043	3.3712120991162298	BCL2
cellular response to glucose starvation (GO:0042149)	1/17	0.0160342070688025591096437239002625574357807636260986328125	0.0732543185692352272209149077752954326570034027099609375	0.0224577210232258690780771104300583829171955585479736328125	0.10615524509170275180292009054028312675654888153076171875	-1.2828399027108695	3.35311012663564	BCL2
regulation of glycoprotein biosynthetic process (GO:0010559)	1/28	0.026279163165829046155952397612054483033716678619384765625	0.08917055850929371529911549032476614229381084442138671875	0.035946487751942070298927234262009733356535434722900390625	0.1250079350179477966076291295394184999167919158935546875	-1.386807793847199	3.3521978394365455	BCL2
positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)	1/27	0.025351995885326904234258194037465727888047695159912109375	0.08860522561921753414981850482945446856319904327392578125	0.034727538381989199456345573935323045589029788970947265625	0.1250079350179477966076291295394184999167919158935546875	-1.3823908424776223	3.3503132924471526	BCL2
somatic recombination of immunoglobulin gene segments (GO:0016447)	1/23	0.021634956316026875133839979525873786769807338714599609375	0.08309249705990541523537018520073615945875644683837890625	0.029837169410415025072591532762089627794921398162841796875	0.11716955852741629817703739036005572415888309478759765625	-1.34660132854106	3.3500759557244217	PMS2
regulation of histone acetylation (GO:0035065)	1/36	0.0336664787470309645467381187700084410607814788818359375	0.0933843993816454165379781215960974805057048797607421875	0.045645879944497279312454196542603312991559505462646484375	0.1286551212951757838798272359781549312174320220947265625	-1.4123432277574688	3.3487095444028574	CHEK1
DNA excision (GO:0044349)	1/21	0.0197714042735543105155926468796678818762302398681640625	0.08226316420960989861388412691667326726019382476806640625	0.0273832190857897818381250232278034673072397708892822265625	0.1153064466323316661355846690639737062156200408935546875	-1.3401744309064125	3.3475303793639974	RAD23B
regulation of developmental pigmentation (GO:0048070)	1/17	0.0160342070688025591096437239002625574357807636260986328125	0.0732543185692352272209149077752954326570034027099609375	0.0224577210232258690780771104300583829171955585479736328125	0.10615524509170275180292009054028312675654888153076171875	-1.2766428047271723	3.336912039905583	BCL2
behavioral fear response (GO:0001662)	1/24	0.0225654732029266884285600980319941299967467784881591796875	0.0834564326393955335792185223908745683729648590087890625	0.03106195065245831443689894513227045536041259765625	0.11800164948950196686094926690202555619180202484130859375	-1.3411531021279093	3.330660583489587	BCL2
fear response (GO:0042596)	1/28	0.026279163165829046155952397612054483033716678619384765625	0.08917055850929371529911549032476614229381084442138671875	0.035946487751942070298927234262009733356535434722900390625	0.1250079350179477966076291295394184999167919158935546875	-1.371241718156945	3.314571453481056	BCL2
virion assembly (GO:0019068)	1/18	0.01696976980081854602389057617983780801296234130859375	0.07466936759332847006742639450749265961349010467529296875	0.023691299333770572677071442058149841614067554473876953125	0.10615524509170275180292009054028312675654888153076171875	-1.2773916173042505	3.3144293071049225	UBB
cellular response to alkaloid (GO:0071312)	1/31	0.029055654125732792436576090722155640833079814910888671875	0.09268927474656026010979559259794768877327442169189453125	0.039594619111220641372028694604523479938507080078125	0.1280405380988934027630676837361534126102924346923828125	-1.3889121923030594	3.303531137827435	CHEK1
nucleotide-excision repair, DNA damage removal (GO:0000718)	1/21	0.0197714042735543105155926468796678818762302398681640625	0.08226316420960989861388412691667326726019382476806640625	0.0273832190857897818381250232278034673072397708892822265625	0.1153064466323316661355846690639737062156200408935546875	-1.322327943217669	3.3029528539872386	RAD23B
pigment granule organization (GO:0048753)	1/23	0.021634956316026875133839979525873786769807338714599609375	0.08309249705990541523537018520073615945875644683837890625	0.029837169410415025072591532762089627794921398162841796875	0.11716955852741629817703739036005572415888309478759765625	-1.3255475615201315	3.297698375828037	BCL2
positive regulation of myotube differentiation (GO:0010831)	1/17	0.0160342070688025591096437239002625574357807636260986328125	0.0732543185692352272209149077752954326570034027099609375	0.0224577210232258690780771104300583829171955585479736328125	0.10615524509170275180292009054028312675654888153076171875	-1.2616020012302387	3.29759811584403	BCL2
spleen development (GO:0048536)	1/33	0.0309024794744716391203809280341374687850475311279296875	0.09268927474656026010979559259794768877327442169189453125	0.042019459029781415504434249896803521551191806793212890625	0.1280405380988934027630676837361534126102924346923828125	-1.38368246353614	3.2910922148201696	BCL2
ribonucleoside monophosphate metabolic process (GO:0009161)	2/416	0.058469535595323633703213062062786775641143321990966796875	0.1223658843746443791733469197424710728228092193603515625	0.09610051286554811833529043951784842647612094879150390625	0.176995395224936291622697126513230614364147186279296875	-1.5650220135721262	3.2877038286215865	IGHMBP2;PMS2
metanephros development (GO:0001656)	1/35	0.0327459765470238528539681510665104724466800689697265625	0.09304649433483606901784668252730625681579113006591796875	0.044438516003568129253409324519452638924121856689453125	0.1283575317623724121318673496716655790805816650390625	-1.3793200661381964	3.275410631902818	BCL2
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	1/25	0.0234951516160244178177407547991606406867504119873046875	0.085093839272544380403218156061484478414058685302734375	0.032285271469141514633083289709247765131294727325439453125	0.120039387004946374037928080724668689072132110595703125	-1.3264737134581779	3.268432078904831	BCL2
regulation of mitochondrial membrane permeability (GO:0046902)	1/29	0.02720549482512853167737176818263833411037921905517578125	0.09055543277507067945197860581174609251320362091064453125	0.037163983241100873033957441293750889599323272705078125	0.126104972259852010640912567396298982203006744384765625	-1.3574910422991837	3.260412617262334	BCL2
regulation of membrane depolarization (GO:0003254)	1/34	0.03182464368980610081028004287873045541346073150634765625	0.09268927474656026010979559259794768877327442169189453125	0.043229709572730819211461295026310835964977741241455078125	0.1280405380988934027630676837361534126102924346923828125	-1.368543379248492	3.2550838648182085	BCL2
regulation of mitochondrial membrane potential (GO:0051881)	1/31	0.029055654125732792436576090722155640833079814910888671875	0.09268927474656026010979559259794768877327442169189453125	0.039594619111220641372028694604523479938507080078125	0.1280405380988934027630676837361534126102924346923828125	-1.366681157258796	3.2506545651385026	BCL2
homeostasis of number of cells within a tissue (GO:0048873)	1/21	0.0197714042735543105155926468796678818762302398681640625	0.08226316420960989861388412691667326726019382476806640625	0.0273832190857897818381250232278034673072397708892822265625	0.1153064466323316661355846690639737062156200408935546875	-1.2991774765977293	3.2451268810993015	BCL2
somatic diversification of immunoglobulins (GO:0016445)	1/26	0.0244239922727901882792966858914951444603502750396728515625	0.0873816790412595134629469839637749828398227691650390625	0.0335071335001957126831229061281192116439342498779296875	0.12262558280961675938325328161226934753358364105224609375	-1.3290031279537982	3.2394047761819476	PMS2
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)	1/35	0.0327459765470238528539681510665104724466800689697265625	0.09304649433483606901784668252730625681579113006591796875	0.044438516003568129253409324519452638924121856689453125	0.1283575317623724121318673496716655790805816650390625	-1.363839840003187	3.2386504204684767	BCL2
cell-substrate adherens junction assembly (GO:0007045)	1/23	0.021634956316026875133839979525873786769807338714599609375	0.08309249705990541523537018520073615945875644683837890625	0.029837169410415025072591532762089627794921398162841796875	0.11716955852741629817703739036005572415888309478759765625	-1.3005830180892917	3.2355915629794976	BCL2
regulation of membrane permeability (GO:0090559)	1/30	0.0281309915751865903532635826422847458161413669586181640625	0.09268927474656026010979559259794768877327442169189453125	0.03838002648491030399657830685100634582340717315673828125	0.1280405380988934027630676837361534126102924346923828125	-1.3549324233445237	3.2227101720149243	BCL2
negative regulation of signal transduction in absence of ligand (GO:1901099)	1/35	0.0327459765470238528539681510665104724466800689697265625	0.09304649433483606901784668252730625681579113006591796875	0.044438516003568129253409324519452638924121856689453125	0.1283575317623724121318673496716655790805816650390625	-1.354145835320791	3.2156304943600036	BCL2
mismatch repair (GO:0006298)	1/29	0.02720549482512853167737176818263833411037921905517578125	0.09055543277507067945197860581174609251320362091064453125	0.037163983241100873033957441293750889599323272705078125	0.126104972259852010640912567396298982203006744384765625	-1.3374275059317275	3.2122241540747156	PMS2
regulation of smooth muscle cell migration (GO:0014910)	1/31	0.029055654125732792436576090722155640833079814910888671875	0.09268927474656026010979559259794768877327442169189453125	0.039594619111220641372028694604523479938507080078125	0.1280405380988934027630676837361534126102924346923828125	-1.349149532507235	3.208955551633946	BCL2
nucleoside monophosphate metabolic process (GO:0009123)	2/427	0.06122936169959207475255169583761016838252544403076171875	0.1247793697609762830769142283315886743366718292236328125	0.10041912364023340697993802450582734309136867523193359375	0.180444646335535086034695950729656033217906951904296875	-1.5415043047571773	3.2081913117056953	IGHMBP2;PMS2
positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030)	1/34	0.03182464368980610081028004287873045541346073150634765625	0.09268927474656026010979559259794768877327442169189453125	0.043229709572730819211461295026310835964977741241455078125	0.1280405380988934027630676837361534126102924346923828125	-1.3471484148202388	3.204195888189357	BCL2
extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625)	1/35	0.0327459765470238528539681510665104724466800689697265625	0.09304649433483606901784668252730625681579113006591796875	0.044438516003568129253409324519452638924121856689453125	0.1283575317623724121318673496716655790805816650390625	-1.3410917265790323	3.1846314770815236	BCL2
execution phase of apoptosis (GO:0097194)	1/20	0.01883836768544477902054268270148895680904388427734375	0.0802927988544262227765813122459803707897663116455078125	0.02615404671585640217212898051002412103116512298583984375	0.1128498682369359629173999337581335566937923431396484375	-1.259247991642408	3.175918306763821	TAOK1
somatic diversification of immune receptors via germline recombination within a single locus (GO:0002562)	1/34	0.03182464368980610081028004287873045541346073150634765625	0.09268927474656026010979559259794768877327442169189453125	0.043229709572730819211461295026310835964977741241455078125	0.1280405380988934027630676837361534126102924346923828125	-1.3338283466532133	3.172514072598994	PMS2
focal adhesion assembly (GO:0048041)	1/23	0.021634956316026875133839979525873786769807338714599609375	0.08309249705990541523537018520073615945875644683837890625	0.029837169410415025072591532762089627794921398162841796875	0.11716955852741629817703739036005572415888309478759765625	-1.272737153030162	3.1663165956794095	BCL2
transcription from RNA polymerase I promoter (GO:0006360)	1/31	0.029055654125732792436576090722155640833079814910888671875	0.09268927474656026010979559259794768877327442169189453125	0.039594619111220641372028694604523479938507080078125	0.1280405380988934027630676837361534126102924346923828125	-1.3299672129693862	3.163330356434269	POLR2L
positive regulation of multicellular organism growth (GO:0040018)	1/34	0.03182464368980610081028004287873045541346073150634765625	0.09268927474656026010979559259794768877327442169189453125	0.043229709572730819211461295026310835964977741241455078125	0.1280405380988934027630676837361534126102924346923828125	-1.3285680155269406	3.1600023618031448	BCL2
hair follicle morphogenesis (GO:0031069)	1/30	0.0281309915751865903532635826422847458161413669586181640625	0.09268927474656026010979559259794768877327442169189453125	0.03838002648491030399657830685100634582340717315673828125	0.1280405380988934027630676837361534126102924346923828125	-1.3280202088475608	3.1586994022403516	BCL2
regulation of glycoprotein metabolic process (GO:1903018)	1/33	0.0309024794744716391203809280341374687850475311279296875	0.09268927474656026010979559259794768877327442169189453125	0.042019459029781415504434249896803521551191806793212890625	0.1280405380988934027630676837361534126102924346923828125	-1.3269615818997822	3.1561814553861804	BCL2
positive regulation of striated muscle cell differentiation (GO:0051155)	1/39	0.036423008501687066662544367545706336386501789093017578125	0.09721949005167511426162008092433097772300243377685546875	0.049259333024261574285329601252669817768037319183349609375	0.1345010694685892238542379573118523694574832916259765625	-1.3509230148140292	3.1487098463470717	BCL2
neuroepithelial cell differentiation (GO:0060563)	1/32	0.029979483191511724360367452391074039041996002197265625	0.09268927474656026010979559259794768877327442169189453125	0.0408077627503568851619064616897958330810070037841796875	0.1280405380988934027630676837361534126102924346923828125	-1.3227582414178405	3.1461837994926425	BCL2
somatic cell DNA recombination (GO:0016444)	1/34	0.03182464368980610081028004287873045541346073150634765625	0.09268927474656026010979559259794768877327442169189453125	0.043229709572730819211461295026310835964977741241455078125	0.1280405380988934027630676837361534126102924346923828125	-1.3223221572498194	3.145146572203722	PMS2
response to iron ion (GO:0010039)	1/25	0.0234951516160244178177407547991606406867504119873046875	0.085093839272544380403218156061484478414058685302734375	0.032285271469141514633083289709247765131294727325439453125	0.120039387004946374037928080724668689072132110595703125	-1.274621939449528	3.1406692745623546	BCL2
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	1/34	0.03182464368980610081028004287873045541346073150634765625	0.09268927474656026010979559259794768877327442169189453125	0.043229709572730819211461295026310835964977741241455078125	0.1280405380988934027630676837361534126102924346923828125	-1.3199268413527216	3.139449307326326	USP44
regulation of peptidyl-lysine acetylation (GO:2000756)	1/40	0.037340195157419549254473878363569383509457111358642578125	0.09721949005167511426162008092433097772300243377685546875	0.050460943191055047940540845274881576187908649444580078125	0.1358078346173796357998497796870651654899120330810546875	-1.3457181957495958	3.136578536970503	CHEK1
T cell differentiation in thymus (GO:0033077)	1/34	0.03182464368980610081028004287873045541346073150634765625	0.09268927474656026010979559259794768877327442169189453125	0.043229709572730819211461295026310835964977741241455078125	0.1280405380988934027630676837361534126102924346923828125	-1.3167119966903416	3.131802791222352	BCL2
negative regulation of mitotic sister chromatid separation (GO:2000816)	1/34	0.03182464368980610081028004287873045541346073150634765625	0.09268927474656026010979559259794768877327442169189453125	0.043229709572730819211461295026310835964977741241455078125	0.1280405380988934027630676837361534126102924346923828125	-1.3101183233316271	3.116119722577777	USP44
negative regulation of mitotic sister chromatid segregation (GO:0033048)	1/34	0.03182464368980610081028004287873045541346073150634765625	0.09268927474656026010979559259794768877327442169189453125	0.043229709572730819211461295026310835964977741241455078125	0.1280405380988934027630676837361534126102924346923828125	-1.3052652636459272	3.1045767079262454	USP44
negative regulation of chromosome segregation (GO:0051985)	1/36	0.0336664787470309645467381187700084410607814788818359375	0.0933843993816454165379781215960974805057048797607421875	0.045645879944497279312454196542603312991559505462646484375	0.1286551212951757838798272359781549312174320220947265625	-1.30668238566249	3.098184414647459	USP44
regulation of centrosome cycle (GO:0046605)	1/24	0.0225654732029266884285600980319941299967467784881591796875	0.0834564326393955335792185223908745683729648590087890625	0.03106195065245831443689894513227045536041259765625	0.11800164948950196686094926690202555619180202484130859375	-1.24726147826691	3.097487256583442	CHEK1
response to caffeine (GO:0031000)	1/15	0.01416055043961806335361952591256340383552014827728271484375	0.06970580814995087914898164171972894109785556793212890625	0.0199861469071194348956499453606738825328648090362548828125	0.1042560946871379512490563001847476698458194732666015625	-1.1623163219401396	3.095796553205526	CHEK1
oocyte development (GO:0048599)	1/13	0.012283514132556516695871096089831553399562835693359375	0.0665595068112946053329181950175552628934383392333984375	0.0175086717709159490896642097368385293520987033843994140625	0.0979084925429619945536074965275474824011325836181640625	-1.1417456827887857	3.0937413419798583	BCL2
positive regulation of skeletal muscle tissue development (GO:0048643)	1/16	0.015097800855745246995098796105594374239444732666015625	0.072283306836752936330725560765131376683712005615234375	0.0212226707649265065869226276618064730428159236907958984375	0.10521026145165694731797856320554274134337902069091796875	-1.1762111426362774	3.090097293111075	BCL2
glucan biosynthetic process (GO:0009250)	1/28	0.026279163165829046155952397612054483033716678619384765625	0.08917055850929371529911549032476614229381084442138671875	0.035946487751942070298927234262009733356535434722900390625	0.1250079350179477966076291295394184999167919158935546875	-1.275971896418601	3.0842848254337603	UBB
glycogen biosynthetic process (GO:0005978)	1/28	0.026279163165829046155952397612054483033716678619384765625	0.08917055850929371529911549032476614229381084442138671875	0.035946487751942070298927234262009733356535434722900390625	0.1250079350179477966076291295394184999167919158935546875	-1.269729325269533	3.0691952552631294	UBB
neuron apoptotic process (GO:0051402)	1/38	0.035504994018631698404764307497316622175276279449462890625	0.0965680576615702557230491720474674366414546966552734375	0.048056286837172813852792074840181157924234867095947265625	0.133298986107872219353254195084446109831333160400390625	-1.3031723996561617	3.0461749432405933	BCL2
regulation of skeletal muscle fiber development (GO:0048742)	1/35	0.0327459765470238528539681510665104724466800689697265625	0.09304649433483606901784668252730625681579113006591796875	0.044438516003568129253409324519452638924121856689453125	0.1283575317623724121318673496716655790805816650390625	-1.2810883503633914	3.0421441014305386	BCL2
positive regulation of smooth muscle cell migration (GO:0014911)	1/15	0.01416055043961806335361952591256340383552014827728271484375	0.06970580814995087914898164171972894109785556793212890625	0.0199861469071194348956499453606738825328648090362548828125	0.1042560946871379512490563001847476698458194732666015625	-1.1414525628702958	3.040226522744696	BCL2
negative regulation of sister chromatid segregation (GO:0033046)	1/34	0.03182464368980610081028004287873045541346073150634765625	0.09268927474656026010979559259794768877327442169189453125	0.043229709572730819211461295026310835964977741241455078125	0.1280405380988934027630676837361534126102924346923828125	-1.277628859870418	3.0388434521337544	USP44
regulation of spindle checkpoint (GO:0090231)	1/15	0.01416055043961806335361952591256340383552014827728271484375	0.06970580814995087914898164171972894109785556793212890625	0.0199861469071194348956499453606738825328648090362548828125	0.1042560946871379512490563001847476698458194732666015625	-1.1379236695274475	3.0308274154266606	USP44
signal transduction in absence of ligand (GO:0038034)	1/36	0.0336664787470309645467381187700084410607814788818359375	0.0933843993816454165379781215960974805057048797607421875	0.045645879944497279312454196542603312991559505462646484375	0.1286551212951757838798272359781549312174320220947265625	-1.278225930871682	3.030713278817995	BCL2
regulation of transcription from RNA polymerase I promoter (GO:0006356)	1/15	0.01416055043961806335361952591256340383552014827728271484375	0.06970580814995087914898164171972894109785556793212890625	0.0199861469071194348956499453606738825328648090362548828125	0.1042560946871379512490563001847476698458194732666015625	-1.1373431602747346	3.029281245498794	POLR2L
