sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
MMS19_2	MMS19	315.39/306.31/288.9/317.39/326.2/286.32	318.43/367.46/341.19	306.39	341.78	260.65	612.79	1.4293	0.92355	0.076455	0.15291	0.60912	True
IGF1R_2	IGF1R	353.75/320.51/375.98/368.38/396.17/347.4	373.88/416.59/404.41	359.57	397.88	678.87	719.14	1.4287	0.92345	0.076552	0.1531	0.60912	True
UBB_2	UBB	134.96/175.04/163.11/158.17/139.93/151.43	165.25/197.13/173.61	153.17	178.17	222.32	306.35	1.4279	0.92333	0.076666	0.15333	0.60912	True
PSMB10_4	PSMB10	99.447/81.605/100.91/94.696/102.11/80.168	116.94/102.71/117.41	92.707	112.14	97.122	185.41	1.4272	0.92324	0.076759	0.15352	0.60912	True
RAD51_5	RAD51	326.76/346.52/353.87/346.53/402.78/347.4	371.68/403.19/399.4	353.24	391.17	656.16	706.48	1.4268	0.92318	0.076815	0.15363	0.60912	True
ING1_4	ING1	456.04/434.04/443.72/386.07/408.46/439.02	374.97/438.92/348.22	427.22	385.55	666.74	854.45	1.4257	0.076972	0.92303	0.15394	0.60948	False
CETN2_1	CETN2	76.716/65.047/74.644/101.98/86.041/80.168	97.175/111/87.305	79.995	98.02	156.55	159.99	1.4251	0.92293	0.077068	0.15414	0.60948	True
RTEL1_2	RTEL1	352.33/353.62/306.87/357.97/323.36/333.4	383.76/343.22/398.39	337.41	374.38	410.86	674.82	1.4233	0.92267	0.077326	0.15465	0.61069	True
POLD1_4	POLD1	282.71/228.26/287.52/274.72/305.4/299.04	309.64/326.64/300.05	278.39	311.92	756.93	556.78	1.4208	0.92231	0.077686	0.15537	0.61188	True
RPS27A_1	RPS27A	200.32/199.87/215.64/217.49/204.23/211.24	179.53/176.08/181.64	208.01	179.06	59.634	416.02	1.4192	0.077926	0.92207	0.15585	0.61294	False
PSMD11_2	PSMD11	382.16/385.55/417.45/382.95/407.51/433.93	414.5/491.87/421.47	401.12	441.28	463.19	802.24	1.418	0.9219	0.078096	0.15619	0.61346	True
TXN_3	TXN	161.96/167.94/134.08/161.3/155.06/180.7	147.13/123.13/133.47	159.53	134.22	239.07	319.06	1.4169	0.078258	0.92174	0.15652	0.61391	False
RFC2_4	RFC2	191.79/160.84/174.17/191.47/160.74/150.16	154.82/122.49/159.56	170.8	144.64	301.18	341.61	1.4157	0.078438	0.92156	0.15688	0.6145	False
NEIL2_2	NEIL2	69.613/67.413/60.821/87.412/74.695/82.713	85.646/89.314/96.337	73.225	90.325	98.83	146.45	1.413	0.92118	0.078823	0.15765	0.61626	True
TREX2_2	TREX2	154.85/121.82/140.99/168.58/163.57/151.43	168.55/163.32/190.67	149.37	173.78	286.89	298.74	1.4126	0.92111	0.07889	0.15778	0.61626	True
HAUS3_6	HAUS3	150.59/152.57/156.2/137.36/146.55/132.34	118.59/113.56/133.47	145.69	121.58	86.009	291.37	1.412	0.078978	0.92102	0.15796	0.61626	False
NonTargetControl_0025	NonTargetControl_0025	237.25/228.26/232.23/221.65/220.3/237.96	254.74/266.67/257.9	229.5	259.72	57.369	459.01	1.4104	0.92079	0.079207	0.15841	0.61648	True
MCM2_3	MCM2	72.454/73.326/74.644/75.965/80.368/83.986	91.136/95.056/96.337	76.684	94.15	20.147	153.37	1.4104	0.92078	0.079217	0.15843	0.61648	True
PMS2_6	PMS2	187.53/157.3/156.2/183.15/191.94/178.15	206.43/200.32/197.69	175.13	201.45	237.21	350.27	1.4059	0.92013	0.079874	0.15975	0.62077	True
CUL4A_6	CUL4A	282.71/303.95/323.46/286.17/276.09/245.6	354.11/289.63/316.11	285.3	318.87	694.48	570.61	1.4049	0.91998	0.080019	0.16004	0.62107	True
DNAJA3_5	DNAJA3	86.661/66.23/89.849/91.574/78.477/86.531	102.12/98.884/101.35	82.734	100.78	89.824	165.47	1.4025	0.91962	0.080378	0.16076	0.62304	True
POLD4_6	POLD4	134.96/167.94/190.76/165.46/155.06/189.6	129.02/130.14/165.58	166.14	140.61	450.97	332.29	1.4005	0.080675	0.91933	0.16135	0.62451	False
POLA2_3	POLA2	9.9447/5.9134/8.2938/11.447/13.237/7.6351	14.823/15.311/15.053	9.0939	15.061	7.2619	18.188	1.3992	0.91776	0.082235	0.16447	0.62531	True
TMEM189-UBE2V1_3	TMEM189-UBE2V1	204.58/242.45/186.61/221.65/213.68/226.51	239.92/246.89/245.86	215.19	244.2	368.92	430.38	1.3985	0.91902	0.080983	0.16197	0.62531	True
POLL_4	POLL	304.02/321.69/330.37/319.47/304.45/316.86	362.35/350.24/341.19	316	351.15	105.66	632.01	1.3982	0.91897	0.08103	0.16206	0.62531	True
FBXW7_6	FBXW7	113.65/112.35/118.88/105.1/115.35/103.07	135.61/133.33/127.45	111.26	132.08	37.324	222.52	1.3958	0.91862	0.08138	0.16276	0.62531	True
UBB_5	UBB	254.3/305.13/287.52/300.74/298.78/304.13	259.68/243.7/269.94	291.19	257.55	376.97	582.39	1.3942	0.081622	0.91838	0.16324	0.62531	False
EME2_5	EME2	298.34/371.36/299.96/302.82/300.67/295.22	277.8/278.15/270.95	310.34	275.61	870.78	620.67	1.3938	0.081689	0.91831	0.16338	0.62531	False
NEIL1_2	NEIL1	146.33/150.2/139.61/161.3/144.66/143.79	152.62/162.04/203.71	147.49	171.43	56.601	294.99	1.3938	0.91831	0.081695	0.16339	0.62531	True
PSME1_4	PSME1	76.716/82.787/105.05/87.412/102.11/95.439	116.39/133.33/85.298	91.015	109.8	125	182.03	1.3924	0.9181	0.081897	0.16379	0.62531	True
XRCC2_3	XRCC2	143.49/171.49/132.7/139.44/156.01/193.42	118.59/148.64/125.44	154.76	130.28	524.89	309.52	1.3916	0.082018	0.91798	0.16404	0.62531	False
CCNB2_5	CCNB2	12.786/17.74/9.676/17.69/8.5095/16.543	6.5881/5.7416/6.0211	13.277	6.1071	17.201	26.553	1.3913	0.077459	0.92254	0.15492	0.61091	False
PSMD2_2	PSMD2	169.06/171.49/175.55/162.34/168.3/160.34	185.02/203.51/191.67	167.77	193.25	32.22	335.53	1.3912	0.91792	0.082081	0.16416	0.62531	True
POLK_2	POLK	363.69/332.33/366.31/319.47/301.62/330.85	383.76/343.22/387.35	334.92	370.89	636.83	669.85	1.3897	0.9177	0.082304	0.16461	0.62531	True
USP44_6	USP44	275.61/320.51/279.22/295.54/290.27/310.49	323.92/343.22/319.12	294.84	328.59	307.75	589.69	1.3896	0.91768	0.08232	0.16464	0.62531	True
MSH6_2	MSH6	95.185/78.057/88.467/103.02/75.64/106.89	113.1/112.28/102.36	90.448	109.13	165.53	180.9	1.3893	0.91762	0.082377	0.16475	0.62531	True
MSH2_5	MSH2	52.565/60.317/56.674/49.95/52.003/43.265	58.744/61.244/81.284	52.184	66.377	34.202	104.37	1.3892	0.91762	0.082378	0.16476	0.62531	True
PPP4R4_3	PPP4R4	156.27/157.3/139.61/156.09/151.28/161.61	148.78/125.68/115.4	153.53	129.22	58.468	307.06	1.3871	0.082712	0.91729	0.16542	0.62703	False
MUS81_6	MUS81	107.97/126.55/111.97/149.85/113.46/128.52	115.84/86.762/101.35	122.28	100.62	241.23	244.56	1.3851	0.083012	0.91699	0.16602	0.6271	False
FANCL_2	FANCL	382.16/337.06/346.96/343.4/367.8/344.85	366.19/390.43/415.45	353.36	390.17	303.25	706.71	1.3849	0.91696	0.083041	0.16608	0.6271	True
MUS81_5	MUS81	75.296/75.691/71.879/64.518/86.041/86.531	57.097/65.71/55.193	76.266	59.162	71.888	152.53	1.3849	0.083042	0.91696	0.16608	0.6271	False
PSME2_3	PSME2	140.65/172.67/145.14/134.24/169.25/127.25	159.21/158.85/197.69	147.24	171	349.47	294.49	1.3842	0.91685	0.08315	0.1663	0.6271	True
ORC4_6	ORC4	24.151/13.009/20.734/15.609/14.183/13.998	9.3332/9.5694/7.0246	16.504	8.5617	20.213	33.007	1.3823	0.081563	0.91844	0.16313	0.62531	False
LIG1_6	LIG1	71.034/111.17/121.64/121.75/105.9/101.8	129.57/114.19/128.45	103.94	123.87	354.83	207.88	1.3821	0.91653	0.083468	0.16694	0.62869	True
ALKBH1_5	ALKBH1	217.36/250.73/199.05/215.41/236.38/187.06	220.7/263.48/253.89	216.62	245.32	547.63	433.24	1.3788	0.91602	0.083984	0.16797	0.6313	True
WAPAL_3	WAPAL	48.303/48.49/38.704/39.543/43.493/57.263	54.352/65.072/57.2	45.548	58.704	48.121	91.096	1.3785	0.91597	0.08403	0.16806	0.6313	True
WDR33_1	WDR33	232.99/218.8/228.08/221.65/243.94/211.24	243.76/255.18/266.93	225.87	255.12	132.81	451.75	1.3759	0.91558	0.084422	0.16884	0.63344	True
MTOR_3	MTOR	127.86/125.36/154.82/135.28/153.17/128.52	158.66/150.56/170.6	136.99	159.73	174.55	273.98	1.3738	0.91525	0.084752	0.1695	0.63471	True
MCM10_1	MCM10	102.29/132.46/128.55/122.79/121.02/122.16	96.626/86.125/119.42	121.15	99.793	108.44	242.3	1.3721	0.08501	0.91499	0.17002	0.63471	False
VCP_2	VCP	156.27/170.31/127.17/142.56/138.04/150.16	132.31/129.51/109.38	146.78	123.3	226.72	293.57	1.3709	0.085197	0.9148	0.17039	0.63471	False
SGOL2_6	SGOL2	272.77/332.33/264.02/279.93/312.02/248.14	313.48/302.39/333.17	283.46	316.09	991.25	566.91	1.3707	0.91477	0.085232	0.17046	0.63471	True
TMEM189-UBE2V1_5	TMEM189-UBE2V1	308.29/321.69/334.51/319.47/295.94/319.4	282.74/274.96/288.01	316.32	281.85	171.81	632.64	1.3705	0.08527	0.91473	0.17054	0.63471	False
IGF1_5	IGF1	26.993/31.932/23.499/33.3/27.42/29.268	19.764/21.691/14.049	28.548	18.196	12.747	57.097	1.37	0.085267	0.91473	0.17053	0.63471	False
XRCC1_2	XRCC1	126.44/109.99/117.49/106.14/124.81/118.34	144.39/137.16/132.46	116.97	137.92	63.841	233.95	1.3693	0.91455	0.085449	0.1709	0.63471	True
RFC1_1	RFC1	36.938/39.028/58.056/44.747/39.711/39.448	60.391/59.968/46.161	42.469	55.089	61.463	84.939	1.3693	0.91454	0.085458	0.17092	0.63471	True
ANAPC7_1	ANAPC7	419.1/396.2/385.66/405.84/422.64/419.93	430.97/447.21/463.62	408	447.07	224.58	815.99	1.3679	0.91432	0.085679	0.17136	0.63554	True
POLR2E_6	POLR2E	117.92/95.797/109.2/113.43/112.51/117.07	127.92/125.04/140.49	110.73	130.98	65.531	221.46	1.3611	0.91325	0.086746	0.17349	0.64135	True
CHEK2_4	CHEK2	112.23/145.47/121.64/119.67/141.83/134.89	102.12/110.37/108.38	128.71	106.9	178.84	257.42	1.3597	0.086962	0.91304	0.17392	0.64135	False
RUVBL2_3	RUVBL2	69.613/107.62/80.173/90.534/85.095/78.896	93.332/104.63/109.38	84.542	102.22	168.56	169.08	1.3596	0.91302	0.086979	0.17396	0.64135	True
GTF2H2_1	GTF2H2	289.82/352.44/351.1/304.9/342.27/352.49	289.88/304.94/294.03	331.17	296.22	765.47	662.34	1.3582	0.087195	0.91281	0.17439	0.64135	False
HDAC4_2	HDAC4	166.22/130.09/167.26/156.09/156.95/147.61	183.37/164.59/184.65	153.5	177.29	190.44	306.99	1.3581	0.91279	0.087209	0.17442	0.64135	True
FANCF_6	FANCF	139.23/159.66/136.85/158.17/149.39/143.79	171.84/162.68/178.62	147.59	170.92	92.149	295.18	1.358	0.91277	0.087227	0.17445	0.64135	True
RAD23B_6	RAD23B	93.765/106.44/98.143/101.98/103.06/110.71	124.08/117.38/123.43	102.2	121.59	35.757	204.41	1.3562	0.91248	0.087521	0.17504	0.64219	True
GTF2H4_5	GTF2H4	137.81/158.48/161.73/151.93/138.99/146.34	162.51/182.46/172.6	148.94	172.33	98.648	297.87	1.3554	0.91236	0.087642	0.17528	0.64219	True
CDC34_3	CDC34	140.65/156.11/181.08/162.34/158.84/175.61	192.7/188.84/177.62	161.89	186.28	210.1	323.79	1.355	0.91229	0.087708	0.17542	0.64219	True
PKMYT1_6	PKMYT1	26.993/20.106/24.881/14.569/23.638/17.815	10.98/7.0176/23.081	20.881	12.127	22.16	41.762	1.3546	0.087213	0.91279	0.17443	0.64135	False
PARP2_5	PARP2	369.38/332.33/301.34/308.02/362.13/333.4	314.03/303.67/278.98	333.49	298.53	758.29	666.98	1.3539	0.087882	0.91212	0.17576	0.64219	False
ORC4_3	ORC4	99.447/70.961/95.378/87.412/81.313/83.986	58.744/88.038/61.214	85.902	68.156	104.7	171.8	1.3539	0.08789	0.91211	0.17578	0.64219	False
MAD2L2_1	MAD2L2	130.7/111.17/103.67/113.43/125.75/96.711	115.84/89.952/76.267	112.96	92.628	166.42	225.93	1.353	0.088032	0.91197	0.17606	0.64242	False
PSMA7_5	PSMA7	181.85/169.12/170.02/136.32/160.74/159.06	172.94/199.04/188.66	162.22	186.57	235.33	324.44	1.3517	0.91176	0.088241	0.17648	0.64258	True
PSMD11_5	PSMD11	404.89/397.38/402.25/400.64/424.53/403.39	437.01/447.21/447.57	405.42	443.9	93.446	810.84	1.3515	0.91173	0.088272	0.17654	0.64258	True
DLGAP5_6	DLGAP5	95.185/87.518/67.732/84.29/76.586/59.808	57.097/66.348/59.207	77.571	60.758	173.53	155.14	1.3498	0.088541	0.91146	0.17708	0.64354	False
ERCC4_1	ERCC4	122.18/113.54/98.143/98.859/87.932/101.8	142.74/105.26/122.43	103.15	122.53	149.37	206.31	1.3489	0.91132	0.088679	0.17736	0.64354	True
UBE2E1_4	UBE2E1	181.85/195.14/158.96/183.15/190.99/207.42	209.72/230.94/195.68	185.64	211.63	265.1	371.28	1.3486	0.91127	0.088733	0.17747	0.64354	True
FANCF_4	FANCF	221.63/204.6/232.23/198.76/196.66/209.96	227.29/236.05/250.88	210.27	237.87	192.16	420.54	1.3461	0.91087	0.089128	0.17826	0.6446	True
TOPBP1_3	TOPBP1	69.613/82.787/67.732/59.315/73.749/63.626	47.764/60.606/52.183	69.078	53.258	67.382	138.16	1.3459	0.089165	0.91083	0.17833	0.6446	False
ANAPC2_4	ANAPC2	180.43/218.8/207.34/191.47/197.61/193.42	163.61/174.16/175.61	197.81	171.04	178.59	395.61	1.3456	0.08921	0.91079	0.17842	0.6446	False
PSMC3_4	PSMC3	19.889/14.192/8.2938/9.3656/13.237/13.998	20.313/22.329/16.056	12.636	19.384	17.36	25.272	1.3424	0.90972	0.090278	0.18056	0.64942	True
FANCL_3	FANCL	272.77/314.59/281.99/261.19/283.65/302.86	310.74/327.27/315.1	285.62	317.63	383.06	571.25	1.3391	0.90973	0.090273	0.18055	0.64942	True
ORC5_5	ORC5	161.96/198.69/179.7/199.8/234.48/202.33	246.51/221.37/198.69	194.9	221.33	595.37	389.8	1.3387	0.90967	0.090328	0.18066	0.64942	True
ANAPC11_6	ANAPC11	271.35/274.38/294.43/280.97/288.38/320.67	289.88/332.38/340.19	287.91	320.03	324.33	575.82	1.3385	0.90963	0.09037	0.18074	0.64942	True
CENPE_5	CENPE	255.72/210.52/272.31/292.41/243.94/250.69	269.02/285.81/295.03	252.98	283.08	765.26	505.96	1.338	0.90955	0.090451	0.1809	0.64942	True
PSMD11_3	PSMD11	215.94/221.16/182.46/215.41/212.74/207.42	270.11/220.73/220.77	208.78	236.11	191.72	417.57	1.3374	0.90946	0.090542	0.18108	0.64942	True
PSMA1_1	PSMA1	272.77/274.38/294.43/321.55/255.29/288.86	325.56/331.74/291.02	283.8	315.59	517.42	567.6	1.3341	0.90891	0.091092	0.18218	0.65257	True
SLX1B_4	SLX1B	132.12/149.02/165.88/155.05/134.26/148.88	159.21/150.56/204.72	147.08	169.93	162.37	294.16	1.3327	0.90868	0.09132	0.18264	0.6534	True
CUL4A_4	CUL4A	210.26/238.9/225.31/236.22/235.43/212.51	274.51/270.49/221.78	226.14	254.41	157.88	452.29	1.3293	0.90812	0.091881	0.18376	0.65661	True
PSMB1_1	PSMB1	112.23/94.614/98.143/78.046/105.9/80.168	65.332/79.107/84.295	94.016	75.808	187.44	188.03	1.3278	0.092126	0.90787	0.18425	0.65741	False
APC_4	APC	220.2/223.53/239.14/231.02/225.98/220.14	227.29/297.29/244.86	226.57	254.81	53.822	453.14	1.3269	0.90772	0.092278	0.18456	0.65741	True
CDC34_5	CDC34	511.44/487.26/478.27/469.32/446.28/529.37	461.17/472.09/404.41	486.23	444.87	888.59	972.47	1.3263	0.092376	0.90762	0.18475	0.65741	False
TMEM189-UBE2V1_2	TMEM189-UBE2V1	65.351/56.769/74.644/69.721/54.839/69.988	84.548/93.78/64.225	64.81	79.857	62.403	129.62	1.3216	0.90685	0.093152	0.1863	0.65965	True
UBE2E1_5	UBE2E1	129.28/150.2/111.97/126.96/126.7/125.98	157.57/144.82/145.51	128.04	149.18	151.65	256.07	1.3215	0.90684	0.093163	0.18633	0.65965	True
POLD1_3	POLD1	238.67/246/212.87/240.38/289.32/237.96	258.03/295.38/264.93	243.19	272.31	622.2	486.38	1.3204	0.90665	0.093353	0.18671	0.65965	True
HUS1_3	HUS1	306.87/292.12/255.72/294.49/336.6/313.04	316.23/349.6/328.15	298.78	331.04	723.11	597.55	1.3199	0.90657	0.093432	0.18686	0.65965	True
RFWD2_2	RFWD2	186.11/196.32/181.08/149.85/181.54/171.79	188.86/226.48/192.67	177.16	201.99	251.32	354.33	1.3189	0.9064	0.093597	0.18719	0.65965	True
HMGB2_4	HMGB2	447.51/397.38/458.92/414.17/425.48/397.02	450.19/465.71/467.64	422.77	461.11	661.6	845.54	1.3186	0.90635	0.093649	0.1873	0.65965	True
WDR33_6	WDR33	56.827/76.874/81.555/72.843/71.858/71.261	49.96/48.485/71.249	71.437	55.678	69.516	142.87	1.3184	0.093682	0.90632	0.18736	0.65965	False
WRNIP1_5	WRNIP1	332.44/303.95/287.52/279.93/281.76/329.58	321.72/322.81/359.26	301.77	334.15	559.89	603.54	1.318	0.90625	0.093747	0.18749	0.65965	True
RAD9A_3	RAD9A	294.08/268.47/264.02/259.11/273.25/283.77	265.17/231.58/232.81	273.53	242.71	170.24	547.06	1.3178	0.093783	0.90622	0.18757	0.65965	False
POLR2G_6	POLR2G	232.99/250.73/239.14/241.42/233.54/231.6	192.7/207.34/229.8	238.15	209.4	52.14	476.29	1.3172	0.093882	0.90612	0.18776	0.65965	False
XRCC1_1	XRCC1	116.5/109.99/114.73/113.43/99.278/120.89	130.12/139.71/126.44	112.26	131.97	54.712	224.52	1.3158	0.90588	0.094121	0.18824	0.6602	True
GEN1_2	GEN1	133.54/107.62/102.29/104.06/110.62/92.894	88.94/89.314/87.305	107.83	88.515	187.4	215.67	1.3154	0.09419	0.90581	0.18838	0.6602	False
XAB2_4	XAB2	656.35/631.55/598.53/636.86/589.05/605.72	641.79/706.22/650.27	619.23	665.49	672.5	1238.5	1.3147	0.9057	0.094299	0.1886	0.6602	True
RNF4_4	RNF4	524.23/467.16/479.66/470.36/516.24/450.47	420.54/458.05/451.58	483.96	443.09	854.27	967.92	1.3139	0.094443	0.90556	0.18889	0.66043	False
TNIK_3	TNIK	140.65/176.22/170.02/187.31/187.21/183.24	186.11/207.97/199.7	173.29	197.72	314.85	346.58	1.3125	0.90532	0.094677	0.18935	0.66127	True
TOP3B_4	TOP3B	125.02/106.44/117.49/86.371/101.17/111.98	98.822/84.211/82.288	107.34	88.143	183.15	214.69	1.3105	0.095012	0.90499	0.19002	0.66282	False
CHAF1B_1	CHAF1B	264.25/286.21/331.75/280.97/304.45/299.04	319.52/328.55/328.15	293.7	325.38	535.56	587.4	1.3072	0.90443	0.09557	0.19114	0.66556	True
MCM2_1	MCM2	171.9/167.94/161.73/199.8/140.88/159.06	167.45/208.61/195.68	165.97	189.78	375.71	331.95	1.3068	0.90437	0.095632	0.19126	0.66556	True
CHD4_3	CHD4	193.21/182.13/175.55/155.05/174.92/180.7	209.17/192.66/201.71	176.54	201.07	158.37	353.08	1.3052	0.90408	0.095916	0.19183	0.66675	True
SMC5_6	SMC5	83.82/91.066/74.644/66.599/68.076/95.439	55.999/63.796/69.242	79.187	62.775	145.85	158.37	1.3041	0.096092	0.90391	0.19218	0.66718	False
RAD54B_3	RAD54B	198.89/205.79/221.17/233.1/237.32/234.14	256.94/249.44/239.84	221.23	248.64	260.78	442.47	1.3029	0.90369	0.096308	0.19262	0.66768	True
PPP4C_5	PPP4C	197.47/195.14/196.29/169.62/171.14/213.78	199.29/235.41/212.74	189.93	215.31	291.82	379.86	1.302	0.90355	0.096451	0.1929	0.66768	True
MCM2_4	MCM2	9.9447/21.288/16.588/12.487/17.965/16.543	17.019/24.88/27.095	15.344	22.556	16.5	30.687	1.302	0.90328	0.096723	0.19345	0.66839	True
POLK_6	POLK	142.07/114.72/99.525/143.61/115.35/150.16	142.74/145.45/152.53	126.17	146.85	418.02	252.35	1.3017	0.90349	0.096505	0.19301	0.66768	True
ATRIP_4	ATRIP	132.12/131.28/132.7/135.28/142.77/132.34	155.37/180.54/134.47	134.36	155.67	18.586	268.72	1.2997	0.90316	0.096844	0.19369	0.66844	True
GINS4_6	GINS4	382.16/372.54/363.54/388.15/372.53/337.22	418.89/422.33/373.31	368.98	404.21	321	737.97	1.2967	0.90263	0.097367	0.19473	0.67056	True
PSMD13_3	PSMD13	90.923/69.778/67.732/78.046/80.368/78.896	50.509/72.727/62.218	77.259	61.141	69.28	154.52	1.2966	0.097381	0.90262	0.19476	0.67056	False
UBE2C_4	UBE2C	237.25/279.11/280.61/278.89/271.36/227.78	222.35/260.29/215.75	261.57	232	559.75	523.15	1.2931	0.097982	0.90202	0.19596	0.67391	False
MSH4_6	MSH4	207.42/254.28/241.9/186.27/236.38/248.14	259.13/238.6/268.94	227.71	255.24	705.73	455.41	1.2902	0.90151	0.098485	0.19697	0.6749	True
EME1_5	EME1	73.875/55.586/66.35/63.478/80.368/62.353	80.705/76.555/87.305	66.525	81.403	78.407	133.05	1.2899	0.90145	0.098551	0.1971	0.6749	True
CDC6_5	CDC6	106.55/91.066/81.555/111.35/107.79/101.8	93.881/75.917/75.263	99.44	81.252	131.51	198.88	1.2897	0.098577	0.90142	0.19715	0.6749	False
CINP_2	CINP	51.144/61.499/60.821/74.924/69.967/64.898	41.176/55.502/51.179	63.423	48.905	67.704	126.85	1.2891	0.098689	0.90131	0.19738	0.6749	False
POLD1_6	POLD1	76.716/115.9/127.17/97.818/111.57/124.71	93.881/81.021/91.319	107.45	88.562	362.48	214.9	1.2885	0.098783	0.90122	0.19757	0.6749	False
PMS2_5	PMS2	82.399/50.855/49.763/54.112/37.82/45.811	37.882/41.467/37.13	51.905	38.781	235.2	103.81	1.2881	0.098854	0.90115	0.19771	0.6749	False
ERCC5_1	ERCC5	176.16/162.03/154.82/171.7/148.44/150.16	186.66/180.54/182.64	160.21	183.26	131.69	320.43	1.2877	0.90107	0.098932	0.19786	0.6749	True
CCNH_1	CCNH	353.75/321.69/316.55/336.12/302.56/361.39	362.9/366.19/364.27	331.37	364.45	513.66	662.73	1.2851	0.90062	0.099376	0.19875	0.67714	True
TREX1_5	TREX1	130.7/89.884/131.32/108.22/108.73/86.531	93.332/87.4/86.302	107.82	88.959	370.34	215.64	1.2844	0.099506	0.90049	0.19901	0.67724	False
APITD1_2	APITD1	228.73/208.15/236.37/248.71/227.87/199.78	253.09/260.93/240.84	224.32	251.48	327.08	448.64	1.2824	0.90014	0.099857	0.19971	0.67841	True
GTF2H5_5	GTF2H5	89.503/62.682/95.378/94.696/92.659/111.98	109.8/102.07/109.38	89.841	107.03	258.02	179.68	1.2821	0.90009	0.099909	0.19982	0.67841	True
FANCB_3	FANCB	180.43/197.51/135.46/157.13/165.46/212.51	202.04/216.91/173.61	172.85	196.68	787.49	345.71	1.2814	0.89997	0.10003	0.20006	0.67845	True
RECQL5_3	RECQL5	259.98/235.35/204.58/242.46/259.07/259.59	255.84/305.58/253.89	242.65	270.76	471.94	485.3	1.2759	0.899	0.101	0.202	0.68424	True
CDC16_1	CDC16	264.25/293.3/298.58/299.7/280.81/283.77	271.21/249.44/247.87	286.47	255.96	180.28	572.93	1.2747	0.10121	0.89879	0.20242	0.68485	False
DICER1_6	DICER1	69.613/33.115/44.233/54.112/41.602/49.628	58.744/49.123/74.26	47.438	59.843	158.11	94.876	1.2735	0.89859	0.10141	0.20283	0.68535	True
PSME4_1	PSME4	200.32/205.79/229.46/242.46/198.56/202.33	189.96/192.66/176.62	212.52	186.28	335.35	425.05	1.2729	0.10152	0.89848	0.20304	0.68535	False
SLX1B_3	SLX1B	252.88/251.91/201.81/221.65/251.5/253.23	244.86/264.12/290.01	237.94	265.69	481.29	475.89	1.2719	0.8983	0.1017	0.2034	0.68535	True
WDR33_5	WDR33	29.834/48.49/33.175/26.015/52.003/47.083	27.451/25.518/28.098	38.1	27	124.11	76.2	1.2716	0.10175	0.89825	0.20351	0.68535	False
RASSF7_6	RASSF7	242.94/261.37/254.34/283.05/288.38/265.96	270.11/290.91/326.14	265.54	294.83	296.4	531.08	1.2708	0.89811	0.10189	0.20379	0.68535	True
SLX4_4	SLX4	312.55/360.72/319.31/329.88/365.91/391.93	310.74/301.12/325.14	345.57	312.18	963.82	691.15	1.2703	0.10198	0.89802	0.20397	0.68535	False
UBE2A_6	UBE2A	26.993/57.951/37.322/46.828/49.166/36.903	50.509/51.037/57.2	41.3	52.83	121.91	82.6	1.2687	0.89772	0.10228	0.20456	0.68654	True
CDC26_6	CDC26	460.3/419.85/392.57/448.51/452.9/428.84	437.01/485.49/490.72	433.2	470.44	640.91	866.39	1.2651	0.89709	0.10291	0.20582	0.68999	True
UBE2B_1	UBE2B	281.29/240.08/254.34/262.24/250.56/227.78	247.05/216.27/209.73	252.16	223.78	339.57	504.32	1.2638	0.10315	0.89685	0.2063	0.6908	False
GINS4_1	GINS4	120.76/107.62/123.02/139.44/112.51/136.16	130.66/146.09/151.53	122.72	142.48	159.25	245.44	1.2615	0.89644	0.10356	0.20712	0.6921	True
RBBP8_4	RBBP8	159.12/130.09/132.7/139.44/178.7/125.98	167.45/167.78/158.55	143.2	164.54	421.25	286.4	1.2609	0.89632	0.10368	0.20735	0.6921	True
CHD4_2	CHD4	127.86/118.27/114.73/117.59/120.08/137.43	130.12/148.64/148.52	122.42	142.15	72.024	244.85	1.2608	0.8963	0.1037	0.20739	0.6921	True
TAF1A_3	TAF1A	90.923/96.98/106.44/71.803/65.24/81.441	108.16/86.125/109.38	84.268	100.63	244.55	168.54	1.26	0.89617	0.10383	0.20767	0.69222	True
REC8_4	REC8	180.43/238.9/200.43/220.61/212.74/201.06	231.68/251.36/219.77	208.23	233.91	399.92	416.46	1.2583	0.89586	0.10414	0.20828	0.69318	True
DDB1_2	DDB1	188.95/208.15/204.58/190.43/198.56/207.42	166.35/169.06/188.66	199.53	174.41	71.543	399.06	1.2573	0.10432	0.89568	0.20863	0.69318	False
GTF2H4_4	GTF2H4	421.94/405.66/406.39/439.14/438.71/407.2	465.01/444.66/458.6	419.59	456.01	255.01	839.18	1.2572	0.89567	0.10433	0.20867	0.69318	True
POLR2E_2	POLR2E	100.87/137.19/135.46/125.91/123.86/152.7	107.06/116.75/101.35	128.32	108.2	300.7	256.64	1.2558	0.10459	0.89541	0.20917	0.69367	False
POLR2B_1	POLR2B	65.351/118.27/95.378/90.534/101.17/85.258	127.92/97.608/101.35	91.208	108.17	310.65	182.42	1.2555	0.89536	0.10464	0.20928	0.69367	True
IP6K3_1	IP6K3	157.7/169.12/160.35/155.05/165.46/146.34	203.68/160.77/181.64	158.83	181.18	64.764	317.66	1.2541	0.89509	0.10491	0.20982	0.69425	True
