sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
LIG1_2	LIG1	175.41/176.41/197.87/190.86/168.04/219.97	154.44/125.3/130.21/167.59/103.99/117.85	187.32	131.52	364.49	375.68	2.8787	0.0019964	0.998	0.0039927	0.022584	False
PSMD13_3	PSMD13	107.94/83.267/80.798/92.951/95.863/94.056	48.518/60.297/38.531/59.44/52.726/62.719	92.058	52.998	95.132	184.56	2.8751	0.0020194	0.99798	0.0040389	0.022801	False
PSMD6_1	PSMD6	199.02/237.1/212.71/220.6/237.96/206.32	276.76/272.28/209.93/320.32/252.65/364.93	218.46	278.56	258.17	438.19	2.8708	0.99795	0.0020471	0.0040943	0.02307	True
RAD54B_3	RAD54B	236.12/245.57/263.83/277.61/283.08/279.13	351.93/326.92/350.76/326.92/312.69/309.8	263.61	329.43	379.42	528.8	2.8621	0.9979	0.0021044	0.0042088	0.023646	True
PSMB2_2	PSMB2	52.285/62.097/77.5/76.84/64.284/65.232	24.601/37.685/30.559/42.929/28.56/36.67	65.789	32.926	91.566	131.87	2.8618	0.0021064	0.99789	0.0042128	0.023646	False
PPP4R4_1	PPP4R4	26.986/15.524/37.925/45.856/36.089/19.721	56.035/62.181/41.188/52.836/47.6/42.74	28.352	49.894	139.76	56.805	2.8583	0.99787	0.0021301	0.0042602	0.023867	True
POLR2F_6	POLR2F	386.23/410.69/384.2/408.98/443.22/415.67	452.38/613.33/500.9/463.14/475.27/448.39	407.69	489.26	469.82	818.01	2.852	0.99783	0.002172	0.004344	0.02429	True
DMC1_5	DMC1	333.95/306.25/306.7/329.67/311.27/329.2	232.34/244.01/290.97/274.09/218.96/230.14	319.29	247.14	162.67	640.56	2.851	0.0021793	0.99782	0.0043587	0.024326	False
UBC_5	UBC	306.96/269.56/305.05/332.15/314.66/286.72	362.86/360.84/382.65/391.32/328.07/410.96	301.85	371.84	477.98	605.54	2.8444	0.99778	0.0022248	0.0044497	0.024786	True
GINS4_6	GINS4	453.7/444.56/433.67/462.28/444.35/402.01	584.27/564.34/531.46/507.72/511.88/454.46	439.66	523.98	441.54	882.2	2.8389	0.99774	0.0022633	0.0045267	0.025167	True
PSMD14_3	PSMD14	251.3/197.58/201.17/190.86/199.62/200.25	142.82/129.07/132.86/135.39/174.29/184.62	205.9	148.38	490.12	412.99	2.8309	0.0023212	0.99768	0.0046423	0.025761	False
RCC1_4	RCC1	84.33/60.686/84.096/68.164/75.562/69.783	24.601/40.512/34.545/43.755/56.388/41.728	73.268	39.051	88.274	146.87	2.8234	0.0023758	0.99762	0.0047516	0.026309	False
POLE_5	POLE	305.27/335.89/364.41/412.7/338.34/332.23	401.13/359.9/487.61/413.61/448.17/426.89	346.59	421.03	1356.9	695.36	2.8229	0.99762	0.0023795	0.0047589	0.026309	True
PSMA1_5	PSMA1	546.46/496.78/517.77/492.02/509.76/490	572.65/604.85/620.47/610.09/574.86/610.25	508.43	598.58	455.95	1020.3	2.8222	0.99762	0.0023849	0.0047698	0.026319	True
POLR2F_2	POLR2F	124.81/76.21/103.88/96.669/117.29/74.334	63.552/60.297/54.474/49.534/56.388/62.972	96.999	57.651	435.7	194.47	2.8215	0.0023897	0.99761	0.0047795	0.026323	False
CHAF1A_1	CHAF1A	306.96/330.24/342.98/296.2/329.32/326.16	379.26/432.44/407.89/402.87/381.53/359.37	321.59	393.2	294.28	645.17	2.8191	0.99759	0.0024083	0.0048165	0.026477	True
UBE2A_5	UBE2A	234.44/303.43/260.53/296.2/275.18/268.51	333.48/309.02/376.01/329.4/368.35/316.12	272.07	337.82	627.5	545.78	2.8141	0.99755	0.0024459	0.0048918	0.026841	True
PSMB7_2	PSMB7	185.53/143.95/181.38/140.05/166.91/150.19	78.586/135.67/131.54/99.893/141.33/89.02	160.36	109.91	380.71	321.6	2.8134	0.0024507	0.99755	0.0049014	0.026843	False
TAF5L_1	TAF5L	563.32/513.71/529.31/509.37/515.4/552.2	384.04/437.15/415.86/482.95/410.09/514.9	530.16	438.61	501.34	1063.9	2.8069	0.0025011	0.9975	0.0050022	0.027344	False
PRKDC_2	PRKDC	559.95/561.7/570.53/557.71/539.09/556.75	709.32/613.33/661.66/628.25/628.32/671.95	557.54	651.34	106.61	1118.9	2.8041	0.99748	0.0025229	0.0050458	0.027531	True
MCM6_4	MCM6	28.672/40.928/26.383/45.856/42.856/40.96	10.934/16.016/11.958/21.465/10.985/8.8515	36.823	12.79	65.476	73.789	2.7978	0.0025639	0.99744	0.0051278	0.027927	False
MCM8_6	MCM8	247.93/224.4/209.41/226.8/213.15/216.94	265.82/295.83/296.29/234.46/297.32/308.79	222.76	281.87	191.37	446.81	2.7965	0.99742	0.0025833	0.0051665	0.028085	True
GTF2H4_2	GTF2H4	684.76/685.89/826.12/682.88/747.73/700.87	822.76/715.08/799.84/871.79/771.85/1001.7	719.6	825.83	3237.2	1444.3	2.795	0.99741	0.0025946	0.0051892	0.028156	True
TDG_1	TDG	301.9/278.03/285.27/317.27/301.12/277.62	375.16/362.72/310.9/394.62/388.12/341.16	293.18	360.93	250.82	588.15	2.7935	0.99739	0.0026074	0.0052149	0.028243	True
ZBTB32_3	ZBTB32	462.13/438.91/405.64/452.36/439.84/447.52	458.53/504.04/535.44/537.44/517.74/598.61	440.7	523.63	375	884.28	2.7886	0.99735	0.0026468	0.0052935	0.028616	True
POLR2A_4	POLR2A	231.06/160.89/164.89/178.47/178.19/183.56	215.94/182.77/305.59/243.54/216.03/263.27	181.53	234.68	636.23	364.07	2.7857	0.99733	0.002671	0.005342	0.028825	True
TUBB1_1	TUBB1	298.53/296.37/303.4/298.68/276.31/251.83	310.93/397.58/406.56/325.27/319.29/374.8	286.92	353.65	395.66	575.58	2.7814	0.99729	0.0027059	0.0054118	0.029148	True
XRN2_1	XRN2	48.911/50.807/49.468/52.053/59.773/60.681	17.084/19.785/29.23/25.592/19.04/46.533	53.409	24.65	27.552	107.05	2.7797	0.0027205	0.99728	0.005441	0.029251	False
REPIN1_3	REPIN1	258.05/234.28/242.39/250.35/232.33/227.55	273.34/269.45/358.73/297.2/280.47/340.91	240.59	301.48	136.28	482.6	2.7716	0.99721	0.0027888	0.0055775	0.029931	True
PSMA4_2	PSMA4	224.32/184.88/156.65/168.55/187.21/156.25	127.1/107.4/108.95/145.3/122.3/150.73	178.21	125.91	658.35	357.41	2.7666	0.0028319	0.99717	0.0056638	0.030338	False
FUS_3	FUS	173.72/203.23/176.44/169.79/197.36/177.49	138.04/130.01/155.45/132.92/106.18/120.89	182.58	129.7	190.11	366.19	2.7637	0.0028576	0.99714	0.0057151	0.030557	False
XPA_5	XPA	113/125.61/123.67/157.4/124.06/100.12	146.92/239.3/160.77/146.95/172.09/146.43	122.82	166.01	363.43	246.27	2.7524	0.99704	0.0029578	0.0059156	0.031572	True
XAB2_4	XAB2	779.21/753.63/713.99/758.48/702.62/722.11	843.26/846.98/888.86/756.21/804.8/932.94	737.84	843.61	888.81	1480.9	2.7486	0.99701	0.0029924	0.0059847	0.031882	True
AURKC_2	AURKC	281.66/273.79/305.05/278.85/298.87/310.99	327.33/393.81/337.47/430.94/333.93/333.83	291.2	357.56	237.76	584.17	2.7458	0.99698	0.0030179	0.0060358	0.032096	True
PSMD2_5	PSMD2	438.52/438.91/496.33/521.77/473.67/429.32	596.57/522.89/575.3/463.14/546.3/602.91	465.21	548.98	1386.2	933.48	2.7421	0.99695	0.0030525	0.006105	0.032405	True
NonTargetControl_0009	NonTargetControl_0009	322.14/303.43/281.97/301.16/297.74/271.55	390.2/315.62/309.57/440.85/319.29/424.11	295.89	362.68	312.7	593.59	2.7415	0.99694	0.0030582	0.0061163	0.032407	True
TAF1A_6	TAF1A	178.78/87.501/93.989/135.09/134.21/125.91	196.12/152.63/150.14/174.19/153.78/168.94	122.36	165.22	1103.6	245.36	2.7357	0.99689	0.0031127	0.0062253	0.032924	True
CENPE_3	CENPE	146.73/122.78/145.11/125.17/168.04/148.67	105.24/89.503/111.61/90.812/77.624/104.7	141.93	95.859	281.54	284.62	2.7311	0.0031566	0.99684	0.0063132	0.033329	False
TK1_5	TK1	215.88/296.37/296.81/271.42/284.2/254.86	308.88/342.94/321.53/361.6/328.81/327.76	268.34	331.5	958.13	538.29	2.7225	0.99676	0.0032397	0.0064794	0.034093	True
PSMB1_1	PSMB1	133.24/112.9/117.07/92.951/126.31/95.573	58.768/93.271/89.019/52.01/76.16/67.524	112.02	71.223	263.01	224.61	2.7224	0.0032406	0.99676	0.0064812	0.034093	False
MRE11A_1	MRE11A	345.75/362.7/389.15/333.38/349.62/356.5	423/424.9/462.37/380.58/481.12/406.66	355.77	428.48	360.41	713.78	2.7213	0.99675	0.0032518	0.0065035	0.034149	True
UNG_2	UNG	172.03/176.41/171.49/154.92/179.32/174.46	189.97/193.14/245.8/230.33/191.86/297.41	171.25	221.64	73.89	343.45	2.7188	0.99672	0.0032759	0.0065518	0.034341	True
XRCC1_6	XRCC1	109.63/119.96/128.62/138.81/133.08/138.05	185.19/169.58/167.41/164.29/164.04/176.52	127.59	171.01	129.45	255.84	2.7148	0.99668	0.0033155	0.006631	0.034694	True
NonTargetControl_0038	NonTargetControl_0038	168.66/167.94/164.89/158.64/145.49/166.87	214.57/195.02/228.53/205.56/232.14/191.95	161.87	210.74	79.217	324.62	2.7124	0.99666	0.0033395	0.006679	0.034883	True
RAD54L_6	RAD54L	826.43/832.67/803.03/785.75/860.51/802.51	671.05/722.62/666.98/700.9/683.97/815.85	818.12	708.51	719.39	1642.1	2.7048	0.0034174	0.99658	0.0068348	0.035583	False
CHD4_5	CHD4	475.62/468.55/517.77/422.62/549.24/521.86	602.72/518.17/528.8/602.66/576.32/634.52	490.8	575.68	2096.2	984.85	2.7047	0.99658	0.0034187	0.0068374	0.035583	True
HDAC4_5	HDAC4	458.76/458.67/415.53/462.28/486.08/468.76	513.2/535.13/503.55/529.18/519.94/649.95	457.83	539.77	545.61	918.68	2.7032	0.99657	0.0034342	0.0068684	0.035682	True
DNAJC2_3	DNAJC2	173.72/176.41/216.01/184.66/191.73/182.04	250.79/250.61/239.16/256.75/190.4/254.42	186.93	239.12	236.56	374.91	2.6954	0.99649	0.0035149	0.0070298	0.036456	True
NonTargetControl_0039	NonTargetControl_0039	404.78/390.93/352.87/379.24/336.08/415.67	420.95/537.02/445.09/422.69/453.3/449.15	378.89	453.15	935.5	760.18	2.6936	0.99647	0.0035343	0.0070686	0.036592	True
PSMB1_5	PSMB1	109.63/88.912/84.096/75.6/92.479/84.954	47.151/71.602/69.089/62.743/29.292/50.833	88.696	52.856	131.84	177.82	2.6877	0.003597	0.9964	0.0071939	0.037175	False
TP53_2	TP53	158.54/142.54/161.6/206.97/171.42/156.25	206.37/178.06/216.57/214.65/246.05/228.12	165.09	213.94	487.15	331.08	2.6846	0.99637	0.0036309	0.0072618	0.03746	True
TP73_4	TP73	431.77/342.95/367.71/335.86/343.98/377.74	401.13/398.52/409.22/459.84/468.68/499.98	365.3	437.88	1279.9	732.9	2.6811	0.99633	0.0036691	0.0073383	0.037788	True
PSMB1_4	PSMB1	145.05/159.48/126.97/140.05/138.72/138.05	92.936/73.487/102.31/87.509/145/88.515	141.06	96.042	113.85	282.86	2.6765	0.0037203	0.99628	0.0074407	0.038248	False
OGG1_3	OGG1	80.957/56.452/72.553/69.403/68.796/69.783	112.07/85.734/96.991/86.684/122.3/105.96	69.271	100.77	62.433	138.86	2.6728	0.99624	0.0037607	0.0075213	0.038595	True
ANAPC7_1	ANAPC7	497.55/472.79/460.05/483.35/504.12/500.62	538.48/609.56/587.26/545.7/560.21/579.14	486.15	569.53	305.98	975.52	2.6697	0.9962	0.0037959	0.0075917	0.038888	True
KIF23_2	KIF23	249.62/224.4/263.83/241.67/245.86/285.2	322.54/338.23/324.19/331.88/263.63/291.09	251.06	310.76	431.37	503.61	2.6604	0.9961	0.0039023	0.0078047	0.039909	True
TRRAP_4	TRRAP	295.16/263.91/268.78/252.83/283.08/236.66	339.63/342.94/354.75/321.14/341.99/271.87	266.05	327.49	437.57	533.69	2.6598	0.99609	0.0039099	0.0078197	0.039916	True
WRN_2	WRN	246.24/227.22/242.39/220.6/241.35/212.38	162.64/171.47/170.07/194.01/204.31/148.45	231.36	174.16	187.19	464.07	2.6551	0.0039648	0.99604	0.0079297	0.040394	False
XRCC6_3	XRCC6	207.45/215.93/232.5/200.77/242.48/223	159.22/151.68/158.11/170.07/161.84/186.13	219.9	164.15	242.92	441.07	2.6546	0.0039704	0.99603	0.0079408	0.040394	False
RNF168_3	RNF168	635.85/613.92/591.97/607.28/655.25/679.63	681.3/730.16/704.18/737.23/767.46/728.1	629.95	724.24	1071.3	1264.2	2.6518	0.996	0.004003	0.0080061	0.040655	True
RAD51D_6	RAD51D	323.83/320.37/319.89/288.77/254.88/300.37	386.09/342/306.92/416.08/328.07/429.93	300.32	365.35	707.12	602.48	2.6495	0.99597	0.0040304	0.0080609	0.040779	True
PSMD11_3	PSMD11	256.36/263.91/217.66/256.54/253.75/247.28	351.93/293/273.7/290.6/355.17/292.86	248.78	307.96	268.47	499.02	2.6495	0.99597	0.0040308	0.0080616	0.040779	True
FBXO5_3	FBXO5	229.38/217.34/209.41/236.72/249.24/195.7	297.26/217.63/267.06/298.85/275.35/325.99	222.26	278.19	376.51	445.8	2.6489	0.99596	0.0040379	0.0080757	0.040779	True
MSH5_3	MSH5	374.43/445.97/408.94/439.97/470.29/409.6	451.7/501.22/496.91/554.78/515.54/491.13	423.72	500.94	1155.2	850.19	2.6484	0.99596	0.0040431	0.0080862	0.040779	True
ATRIP_5	ATRIP	32.045/50.807/51.117/47.095/56.39/39.443	72.436/80.082/57.132/57.789/73.963/87.503	45.368	70.613	79.939	90.922	2.6475	0.99595	0.0040548	0.0081096	0.040827	True
NonTargetControl_0030	NonTargetControl_0030	468.87/426.21/486.44/416.42/417.28/442.97	524.13/450.34/540.76/579.54/474.53/569.78	442.26	521	841.87	887.4	2.6435	0.9959	0.0041031	0.0082062	0.041242	True
GADD45A_2	GADD45A	278.29/302.02/265.48/275.14/250.37/260.93	340.31/330.69/285.66/330.22/314.16/410.46	271.56	333.22	316.95	544.75	2.6417	0.99587	0.0041251	0.0082502	0.041358	True
TNIK_2	TNIK	166.97/204.64/216.01/223.08/209.77/192.66	274.02/264.74/292.3/238.59/243.13/220.28	201.3	254.38	405.33	403.75	2.6414	0.99587	0.0041287	0.0082575	0.041358	True
HAUS7_5	HAUS7	421.65/460.08/468.3/475.91/483.82/486.97	350.56/365.55/383.98/365.72/430.6/419.56	465.59	384.89	572.86	934.25	2.6402	0.0041431	0.99586	0.0082861	0.041431	False
PSMD2_1	PSMD2	70.837/52.218/49.468/61.967/30.45/31.858	34.168/20.727/15.944/28.069/17.575/17.956	47.164	21.549	264.81	94.523	2.6347	0.0042097	0.99579	0.0084195	0.042026	False
IGF1R_2	IGF1R	419.96/382.46/448.51/438.73/472.55/414.15	452.38/481.43/484.95/496.99/476.73/666.64	428.45	505.49	968.8	859.67	2.6276	0.9957	0.0042999	0.0085998	0.042853	True
TREX2_4	TREX2	345.75/382.46/377.61/325.95/357.51/329.2	401.13/341.05/480.97/426.82/451.83/446.62	352.41	422.24	569.49	707.03	2.6263	0.99568	0.0043156	0.0086312	0.042936	True
PLA2G1B_6	PLA2G1B	376.11/426.21/374.31/412.7/443.22/433.87	319.13/377.8/329.5/265.83/317.82/420.57	410.17	334.93	872.81	822.99	2.6228	0.0043602	0.99564	0.0087204	0.043307	False
POLR2A_3	POLR2A	315.39/369.76/319.89/327.19/327.06/383.81	373.79/401.35/415.86/392.97/475.27/395.53	339.54	407.94	830.07	681.19	2.6209	0.99562	0.004385	0.0087699	0.043479	True
NonTargetControl_0037	NonTargetControl_0037	365.99/359.88/410.58/366.85/369.92/429.32	462.63/433.38/469.01/430.12/468.68/469.63	382.88	455.25	832.67	768.21	2.611	0.99549	0.0045144	0.0090288	0.044687	True
TOP2B_3	TOP2B	678.01/629.44/735.42/682.88/753.37/667.49	601.35/608.62/589.92/525.88/622.46/616.82	689.85	593.25	2089.9	1384.5	2.5961	0.0047138	0.99529	0.0094276	0.046582	False
UBB_5	UBB	301.9/364.12/342.98/358.17/356.38/362.57	282.23/269.45/292.3/280.69/241.66/310.05	346.97	278.59	559.7	696.12	2.5919	0.0047728	0.99523	0.0095455	0.047085	False
STAG2_5	STAG2	492.49/477.02/453.46/513.09/549.24/508.2	378.58/397.58/419.85/472.22/437.19/398.06	498.02	416.14	1082.3	999.35	2.59	0.0047993	0.9952	0.0095985	0.04721	False
PARG_2	PARG	829.81/740.93/781.59/759.72/720.66/732.73	948.5/1038.2/852.99/850.33/787.23/725.57	760.05	861.21	1598.8	1525.5	2.5898	0.9952	0.0048016	0.0096031	0.04721	True
RRN3_1	RRN3	398.04/443.15/410.58/407.75/454.5/420.22	412.75/484.26/620.47/509.37/509.68/469.38	421.9	497.23	482.99	846.54	2.589	0.99519	0.0048127	0.0096254	0.04724	True
CCNO_1	CCNO	1266.6/1215.1/1220.2/1249.3/1189.8/1301.6	1497.9/1374.6/1307.4/1350.6/1447.8/1250.6	1239.9	1369	1623.9	2489.3	2.5873	0.99516	0.0048366	0.0096733	0.047396	True
RAD51B_3	RAD51B	322.14/392.34/361.12/395.35/391.35/402.01	234.39/326.92/328.17/359.12/278.28/322.19	376.29	305.3	934.34	754.97	2.5838	0.0048857	0.99511	0.0097714	0.047797	False
PSMF1_5	PSMF1	322.14/361.29/333.08/337.1/369.92/359.54	418.21/495.56/398.59/425.16/402.04/360.89	346.75	414.83	359.43	695.67	2.5813	0.99508	0.004921	0.009842	0.048062	True
DDB2_4	DDB2	96.136/88.912/103.88/89.233/91.351/68.266	118.9/95.156/128.88/128.79/143.53/130.75	88.915	123.36	141.72	178.26	2.58	0.99506	0.00494	0.00988	0.048092	True
GEN1_5	GEN1	141.67/155.24/138.51/141.29/150/142.6	98.403/92.329/94.333/101.54/103.26/116.84	144.77	100.82	40.523	290.31	2.5797	0.0049438	0.99506	0.0098877	0.048092	False
REPIN1_5	REPIN1	273.23/318.95/323.19/325.95/286.46/304.92	369.01/303.37/433.14/391.32/335.4/394.02	304.8	368.59	463.77	611.48	2.5794	0.99505	0.0049487	0.0098973	0.048092	True
CENPE_2	CENPE	468.87/486.9/486.44/462.28/411.65/471.8	587/577.53/455.72/584.5/556.55/507.32	463.93	542.52	771.36	930.91	2.5758	0.995	0.0050003	0.010001	0.048513	True
POLD1_4	POLD1	335.63/272.38/342.98/327.19/364.28/356.5	382.68/393.81/438.45/423.51/382.26/372.01	331.72	398.08	1071.6	665.5	2.5726	0.99495	0.0050473	0.010095	0.048887	True
RECQL5_2	RECQL5	558.26/536.29/494.68/542.83/553.75/561.3	633.47/594.49/576.63/636.51/655.41/660.57	540.7	625.41	608.99	1085	2.5717	0.99494	0.0050596	0.010119	0.048926	True
EME2_3	EME2	312.02/364.12/331.44/371.8/358.64/359.54	278.13/284.53/283/268.31/319.29/256.69	348.94	281.01	525.76	700.08	2.5674	0.0051238	0.99488	0.010248	0.049465	False
FANCL_2	FANCL	453.7/402.22/413.88/408.98/438.71/411.11	458.53/531.36/522.16/489.56/465.75/510.86	421.04	495.6	405.59	844.81	2.5653	0.99485	0.0051543	0.010309	0.049678	True
IGF1R_5	IGF1R	217.57/177.82/189.63/179.71/197.36/195.7	256.26/273.22/239.16/219.6/221.89/251.63	192.52	242.89	209.93	386.13	2.5629	0.99481	0.0051904	0.010381	0.049943	True
KIF11_2	KIF11	446.95/492.54/461.7/453.6/454.5/480.9	446.23/429.61/357.4/391.32/417.41/297.92	464.75	386.51	317.75	932.56	2.562	0.0052036	0.9948	0.010407	0.049989	False
PSMA1_3	PSMA1	367.68/350/338.03/365.61/377.81/412.63	393.61/391.93/445.09/496.16/431.33/476.71	367.9	437.42	663.4	738.12	2.5592	0.99475	0.0052462	0.010492	0.050298	True
REV1_5	REV1	538.03/577.22/547.45/519.29/578.56/502.14	600.67/724.5/639.08/597.71/568.27/646.41	543.06	627.52	942.35	1089.8	2.5587	0.99475	0.005253	0.010506	0.050298	True
MCM3_3	MCM3	418.28/424.8/410.58/397.83/381.19/339.81	488.6/439.04/426.49/476.35/472.34/498.72	394.33	466.19	984.58	791.18	2.555	0.99469	0.00531	0.01062	0.050761	True
NUDT1_5	NUDT1	411.53/378.23/422.13/413.94/402.62/374.71	429.15/437.15/518.17/474.7/473.07/509.59	400.12	472.48	387.39	802.81	2.5537	0.99467	0.0053287	0.010657	0.050857	True
HAUS1_2	HAUS1	131.55/135.48/131.91/161.12/135.34/171.42	150.34/98.924/139.51/56.964/84.947/101.92	143.65	100.39	299.24	288.07	2.5491	0.0053994	0.9946	0.010799	0.051376	False
ANAPC1_4	ANAPC1	308.65/283.67/300.11/292.49/271.8/301.89	212.52/253.43/203.28/224.55/284.87/217.24	292.84	231.05	182.3	587.46	2.5491	0.0054006	0.9946	0.010801	0.051376	False
MMS19_4	MMS19	160.23/165.12/191.28/203.25/182.7/197.21	214.57/196.91/272.37/235.28/219.69/257.7	182.59	231.34	304.29	366.21	2.5474	0.99457	0.0054269	0.010854	0.05149	True
ANAPC11_6	ANAPC11	322.14/327.42/351.22/334.62/343.98/382.29	372.43/380.62/480.97/388.01/439.38/407.93	343.06	409.88	471.98	688.27	2.5469	0.99457	0.0054338	0.010868	0.05149	True
ALKBH2_5	ALKBH2	84.33/111.49/120.37/85.515/120.67/119.85	139.4/133.78/166.08/153.55/134.01/133.28	105.77	142.84	307.25	212.06	2.5462	0.99455	0.0054454	0.010891	0.05149	True
UBE2V1_5	UBE2V1	195.65/211.7/176.44/195.82/231.2/227.55	253.52/259.09/227.2/288.12/262.9/255.93	205.49	257.17	444.18	412.14	2.546	0.99455	0.0054478	0.010896	0.05149	True
IP6K3_3	IP6K3	204.08/196.17/174.79/199.53/195.11/192.66	246.01/220.46/227.2/282.34/244.59/244.81	193.5	243.47	101.79	388.08	2.537	0.99441	0.0055906	0.011181	0.052754	True
TDP1_4	TDP1	372.74/429.04/425.42/392.87/368.79/382.29	462.63/455.05/450.41/454.88/467.94/506.3	394.48	465.84	687.1	791.49	2.5364	0.9944	0.0055995	0.011199	0.052754	True
CDKN1A_2	CDKN1A	433.46/441.74/389.15/412.7/469.16/446.01	522.77/418.31/506.21/477.17/541.91/585.46	431.28	505.87	777.26	865.36	2.5358	0.99439	0.0056095	0.011219	0.052763	True
HAUS5_3	HAUS5	165.29/151.01/176.44/137.57/135.34/136.53	84.053/143.2/100.98/99.893/111.31/103.44	149.57	105.74	297.51	299.93	2.5304	0.0056961	0.9943	0.011392	0.053444	False
PLK1_3	PLK1	381.17/460.08/402.34/490.78/442.1/449.04	323.23/386.28/411.88/397.92/322.95/336.1	436.05	361.21	1585.3	874.95	2.5302	0.0057001	0.9943	0.0114	0.053444	False
TOP1_3	TOP1	344.07/328.83/336.38/344.54/304.5/327.68	456.48/378.74/374.68/402.87/390.32/377.58	330.72	395.82	220.24	663.49	2.5277	0.99426	0.0057411	0.011482	0.053743	True
RAD54L_2	RAD54L	91.076/101.61/122.02/118.98/135.34/127.43	142.82/174.3/158.11/112.28/194.79/151.23	115.03	153.38	276.85	230.65	2.5247	0.99421	0.0057901	0.01158	0.054115	True
POLR2H_4	POLR2H	166.97/200.4/196.22/194.58/187.21/198.73	138.72/132.84/131.54/142/148.66/153.76	190.33	141.03	156.02	381.72	2.5233	0.0058136	0.99419	0.011627	0.054248	False
APC_2	APC	308.65/304.84/313.3/328.43/331.57/320.09	362.86/447.51/352.09/372.33/388.85/371.26	317.66	381.3	115.99	637.28	2.5208	0.99415	0.0058541	0.011708	0.054539	True
SLK_6	SLK	300.21/342.95/369.36/323.47/333.83/312.51	377.89/411.71/390.62/431.77/369.08/388.96	329.65	394.46	593.93	661.35	2.52	0.99413	0.0058679	0.011736	0.054581	True
AP5Z1_5	AP5Z1	387.92/471.37/468.3/418.9/475.93/415.67	536.43/515.35/483.62/541.57/523.6/481.01	438.37	513.05	1367.1	879.59	2.518	0.9941	0.0059013	0.011803	0.054804	True
PSMD4_6	PSMD4	205.77/213.11/143.46/197.06/174.81/188.11	129.84/130.96/132.86/184.1/114.97/138.59	185.51	137.05	638.96	372.07	2.5124	0.0059955	0.994	0.011991	0.055591	False
TAF1A_3	TAF1A	107.94/115.73/126.97/85.515/77.818/97.09	129.15/136.61/140.84/132.09/140.6/137.32	100.41	136.04	347.99	201.32	2.5109	0.99398	0.0060214	0.012043	0.055744	True
CDC20_1	CDC20	70.837/71.976/90.691/69.403/76.69/75.851	57.402/48.991/42.516/45.406/41.009/36.165	75.6	44.77	60.643	151.55	2.5043	0.0061346	0.99387	0.012269	0.056702	False
INPPL1_2	INPPL1	315.39/300.61/305.05/311.08/319.17/280.65	333.48/329.75/433.14/339.31/388.12/389.21	305.06	366.95	191.53	611.98	2.5018	0.99382	0.0061776	0.012355	0.057009	True
GADD45A_4	GADD45A	160.23/166.53/140.16/180.94/151.12/174.46	192.02/228.94/215.24/200.61/194.79/210.66	161.65	206.66	226.97	324.18	2.4998	0.99379	0.0062126	0.012425	0.057242	True
HAUS4_6	HAUS4	588.62/704.24/620/747.33/664.27/713	623.22/617.1/500.9/580.37/672.99/500.74	670.63	579	3627.3	1345.9	2.4976	0.0062517	0.99375	0.012503	0.057511	False
C17orf70_1	C17orf70	247.93/238.51/229.2/208.21/234.58/244.24	143.5/147.92/170.07/235.28/197.72/198.53	233.41	179.4	201.66	468.18	2.4958	0.0062837	0.99372	0.012567	0.057716	False
RPA4_5	RPA4	647.65/684.48/690.9/665.53/728.56/726.66	789.96/794.22/733.41/836.29/800.41/747.32	690	782.85	1050.7	1384.8	2.4951	0.9937	0.0062955	0.012591	0.057733	True
RMI2_5	RMI2	347.44/352.83/351.22/365.61/350.74/389.88	293.16/330.69/306.92/295.55/268.02/265.29	359.33	292.42	259.13	720.92	2.4918	0.0063544	0.99365	0.012709	0.05805	False
DNA2_1	DNA2	285.04/352.83/323.19/275.14/292.1/304.92	228.92/272.28/241.81/235.28/240.2/241.01	304.46	242.88	816.06	610.79	2.4916	0.0063585	0.99364	0.012717	0.05805	False
USP44_6	USP44	327.2/382.46/333.08/351.97/346.23/370.16	420.26/409.83/531.46/428.47/382.26/353.05	351.32	417.46	453.04	704.85	2.4913	0.99364	0.0063633	0.012727	0.05805	True
KAT5_2	KAT5	317.08/412.1/371.01/353.21/363.15/382.29	267.19/267.57/324.19/311.24/295.85/327.5	365.33	297.9	997.39	732.96	2.4904	0.0063795	0.99362	0.012759	0.05805	False
ZBTB32_6	ZBTB32	247.93/234.28/184.68/226.8/222.18/229.07	329.38/277.93/304.26/246.84/259.97/246.83	223.25	275.91	453.18	447.8	2.4884	0.99358	0.0064166	0.012833	0.058297	True
POLD2_5	POLD2	26.986/28.226/28.032/27.266/36.089/27.307	14.35/18.843/1.3286/11.558/21.237/10.369	28.826	9.9303	12.376	57.756	2.4864	0.0063783	0.99362	0.012757	0.05805	False
MRE11A_6	MRE11A	705/709.88/712.34/748.57/766.9/690.25	644.4/576.59/655.02/667.88/579.25/645.65	721.67	627.06	852.09	1448.4	2.486	0.0064586	0.99354	0.012917	0.058587	False
LIG1_5	LIG1	264.8/220.16/224.26/239.19/221.05/218.45	176.31/147.92/209.93/227.85/129.62/192.2	230.76	177.31	326	462.87	2.4843	0.0064899	0.99351	0.01298	0.058773	False
SMUG1_5	SMUG1	239.5/221.57/230.85/231.76/219.92/253.34	283.59/228.94/290.97/273.26/377.87/281.73	232.56	286.2	152.83	466.47	2.4838	0.9935	0.0064992	0.012998	0.058773	True
