sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
PSME3_2	PSME3	43.406/35.006/52.48/25.001/30.587/43.577	29.112/29.992	37.22	29.549	101.95	74.44	0.88913	0.18696	0.81304	0.37392	0.99947	False
GTF2H3_3	GTF2H3	117.06/105.02/147.2/84.619/96.13/94.221	82.316/104.4	105.61	92.702	504.34	211.21	0.88788	0.1873	0.8127	0.37461	0.99947	False
PMS1_4	PMS1	164.42/172.84/194.56/195.2/173.91/167.24	150.58/171.88	177.61	160.88	182.96	355.22	0.88784	0.18731	0.81269	0.37463	0.99947	False
SMEK1_3	SMEK1	90.758/88.609/64.001/67.311/80.4/71.844	68.262/62.868	76.48	65.51	125.53	152.96	0.88703	0.18753	0.81247	0.37506	0.99947	False
ATR_4	ATR	443.27/456.17/427.52/415.4/401.12/407.51	379.46/419.31	424.72	398.89	456.17	849.45	0.88642	0.1877	0.8123	0.37539	0.99947	False
UBC_2	UBC	102.6/94.078/104.96/87.504/103.12/93.043	86.332/83.632	97.339	84.971	48.996	194.68	0.8864	0.1877	0.8123	0.3754	0.99947	False
DDB1_3	DDB1	403.81/405.85/378.88/404.83/374.91/416.93	457.76/389.32	397.24	422.16	279.64	794.47	0.88407	0.81167	0.18833	0.37666	0.99947	True
POLQ_4	POLQ	152.58/111.58/129.28/130.78/108.36/115.42	143.55/132.08	123.8	137.7	272.94	247.6	0.88314	0.81142	0.18858	0.37716	0.99947	True
IP6K3_5	IP6K3	111.8/107.21/124.16/106.74/104/115.42	93.359/103.24	111.36	98.176	54.691	222.71	0.88311	0.18859	0.81141	0.37718	0.99947	False
CEP63_4	CEP63	185.46/201.28/181.76/199.05/202.75/206.11	200.77/226.67	195.85	213.33	99.787	391.7	0.88303	0.81139	0.18861	0.37722	0.99947	True
NonTargetControl_0012	NonTargetControl_0012	55.244/63.448/72.961/65.388/69.913/55.355	64.247/83.632	63.363	73.302	53.833	126.73	0.8829	0.81135	0.18865	0.37729	0.99947	True
SLX1B_3	SLX1B	234.13/233.01/186.88/204.82/232.46/234.38	264.02/215.71	220.13	238.65	411.35	440.25	0.88264	0.81128	0.18872	0.37743	0.99947	True
PARP3_2	PARP3	270.96/220.97/231.68/242.32/243.82/267.35	280.08/250.9	245.54	265.09	386.16	491.07	0.88221	0.81117	0.18883	0.37766	0.99947	True
POLR2L_2	POLR2L	284.11/254.89/277.76/261.55/276.16/305.04	260/250.9	276.12	255.41	313.23	552.24	0.88137	0.18906	0.81094	0.37812	0.99947	False
PML_3	PML	68.397/88.609/81.921/75.965/73.408/73.021	87.336/87.669	76.61	87.502	52.631	153.22	0.87992	0.81055	0.18945	0.3789	0.99947	True
PRKDC_5	PRKDC	81.551/96.266/93.441/108.66/91.76/114.24	90.347/79.594	97.051	84.801	142.44	194.1	0.87929	0.18962	0.81038	0.37924	0.99947	False
GAPDH_4	GAPDH	253.86/249.42/217.6/226.93/209.74/210.82	213.82/203.6	227.39	208.65	373.6	454.79	0.879	0.1897	0.8103	0.3794	0.99947	False
AP5Z1_3	AP5Z1	115.75/100.64/130.56/148.08/127.59/144.86	125.48/101.51	126.83	112.86	320	253.67	0.8772	0.19019	0.80981	0.38038	0.99947	False
RUVBL1_4	RUVBL1	92.074/79.857/99.841/87.504/87.391/111.89	92.355/70.366	92.543	80.615	128.11	185.09	0.87671	0.19032	0.80968	0.38064	0.99947	False
FANCE_2	FANCE	161.79/161.9/156.16/144.24/153.81/173.13	174.67/173.03	158.26	173.85	93.545	316.52	0.87635	0.80958	0.19042	0.38084	0.99947	True
HAUS6_4	HAUS6	157.84/148.77/101.12/159.62/150.31/135.44	119.46/132.66	140.58	125.89	481.18	281.15	0.87609	0.19049	0.80951	0.38098	0.99947	False
FANCI_1	FANCI	89.443/63.448/87.041/57.695/68.165/89.51	58.224/70.366	74.711	64.008	209.46	149.42	0.87559	0.19063	0.80937	0.38126	0.99947	False
FBXO5_2	FBXO5	313.05/278.95/248.32/286.55/256.06/283.84	289.11/306.27	276.99	297.56	540.53	553.98	0.87421	0.809	0.191	0.382	0.99947	True
UBE2N_2	UBE2N	76.29/78.763/101.12/79.811/61.174/75.377	98.378/80.171	77.909	88.81	166.45	155.82	0.87326	0.80874	0.19126	0.38252	0.99947	True
MCM3_1	MCM3	198.62/134.55/135.68/157.7/137.2/133.09	127.49/138.43	147.84	132.85	666.1	295.68	0.87211	0.19157	0.80843	0.38315	0.99947	False
HAUS4_3	HAUS4	199.93/191.44/198.4/192.32/183.52/187.26	202.78/215.71	192.06	209.15	39.708	384.12	0.87182	0.80835	0.19165	0.3833	0.99947	True
CHD4_5	CHD4	370.92/363.19/401.92/327.9/425.59/405.15	403.55/406.62	381.05	405.08	1249.5	762.11	0.87051	0.80799	0.19201	0.38402	0.99947	True
RAD23B_6	RAD23B	86.812/98.454/90.881/94.235/95.256/102.47	101.39/111.89	94.55	106.51	30.366	189.1	0.8699	0.80782	0.19218	0.38436	0.99947	True
PSMC4_4	PSMC4	110.49/110.49/96.001/121.16/105.74/101.29	110.42/130.35	107.24	119.97	75.768	214.47	0.86976	0.80778	0.19222	0.38443	0.99947	True
WRN_5	WRN	355.14/345.68/345.6/325.98/360.92/354.51	333.28/316.65	347.79	324.86	151.35	695.57	0.8694	0.19231	0.80769	0.38463	0.99947	False
TAF1A_6	TAF1A	139.43/67.824/72.961/104.81/104/97.754	104.4/109.59	95.004	106.96	676.51	190.01	0.86753	0.80718	0.19282	0.38565	0.99947	True
NCOA6_6	NCOA6	80.236/82.045/70.401/67.311/75.156/68.31	65.251/61.138	73.693	63.161	39.05	147.39	0.8675	0.19283	0.80717	0.38567	0.99947	False
TK2_3	TK2	94.704/98.454/94.721/90.389/95.256/110.71	94.363/76.711	97.172	85.081	49.34	194.34	0.86734	0.19288	0.80712	0.38576	0.99947	False
MCM5_2	MCM5	139.43/146.59/145.92/141.35/112.73/140.15	168.65/136.12	137.17	151.51	158.77	274.34	0.86605	0.80677	0.19323	0.38646	0.99947	True
ORC6_1	ORC6	159.16/145.49/110.08/156.74/132.83/131.91	137.53/169.57	138.31	152.71	338.71	276.62	0.86584	0.80671	0.19329	0.38658	0.99947	True
RUVBL1_5	RUVBL1	76.29/84.233/71.681/55.772/58.552/76.555	68.262/51.909	69.751	59.528	124.66	139.5	0.86558	0.19336	0.80664	0.38672	0.99947	False
DCLRE1A_3	DCLRE1A	61.821/40.475/47.36/38.463/38.452/49.466	27.104/50.756	45.326	37.095	82.247	90.652	0.86448	0.19366	0.80634	0.38732	0.99947	False
POLH_2	POLH	209.14/169.56/157.44/156.74/151.19/155.46	152.59/147.08	165.53	149.81	473.55	331.05	0.86398	0.1938	0.8062	0.3876	0.99947	False
IGF1_5	IGF1	24.991/29.536/21.76/30.771/25.343/27.089	25.096/16.15	26.41	20.134	10.804	52.821	0.86354	0.19381	0.80619	0.38761	0.99947	False
UBC_1	UBC	147.32/129.08/134.4/152.89/152.93/155.46	137.53/123.43	144.99	130.29	121.16	289.98	0.86342	0.19395	0.80605	0.38791	0.99947	False
USP44_5	USP44	40.775/41.569/44.8/44.233/44.569/32.977	49.189/49.026	41.265	49.107	20.248	82.53	0.86325	0.806	0.194	0.388	0.99947	True
POLR2J_5	POLR2J	203.88/190.34/200.96/205.78/222.85/174.31	188.73/175.34	199.12	181.91	265.18	398.25	0.86268	0.19416	0.80584	0.38831	0.99947	False
CENPF_3	CENPF	248.6/239.57/259.84/230.78/263.05/223.78	271.04/254.93	243.85	262.86	247.79	487.69	0.86121	0.80544	0.19456	0.38912	0.99947	True
CINP_4	CINP	418.28/388.35/336.64/339.44/379.28/374.53	393.51/396.82	371.69	395.16	956.38	743.37	0.86105	0.80539	0.19461	0.38921	0.99947	True
POLD3_3	POLD3	97.335/87.515/99.841/113.47/90.886/106	110.42/111.32	98.792	110.87	92.036	197.58	0.85922	0.80489	0.19511	0.39022	0.99947	True
ERCC1_2	ERCC1	46.037/26.254/26.88/24.04/20.1/20.022	30.116/34.606	26.079	32.283	95.117	52.158	0.85911	0.80483	0.19517	0.39034	0.99947	True
RAD21L1_2	RAD21L1	290.69/309.58/307.2/334.63/335.58/328.6	346.33/331.64	317.28	338.91	326.38	634.56	0.85857	0.80471	0.19529	0.39058	0.99947	True
UBE2A_5	UBE2A	182.83/235.2/202.24/229.82/213.23/208.46	240.93/217.44	211.24	228.88	363.74	422.48	0.85851	0.8047	0.1953	0.39061	0.99947	True
ERCC6_1	ERCC6	306.47/329.27/313.6/288.47/279.65/302.69	335.29/313.19	302.93	324.05	314.28	605.86	0.85806	0.80457	0.19543	0.39086	0.99947	True
RNF168_1	RNF168	72.343/98.454/90.881/89.427/100.5/103.64	85.328/75.557	91.914	80.294	128.86	183.83	0.85705	0.19571	0.80429	0.39142	0.99947	False
PSMD9_4	PSMD9	147.32/157.53/162.56/132.7/138.08/166.06	168.65/161.5	150.19	165.03	183.96	300.39	0.85627	0.80407	0.19593	0.39185	0.99947	True
PSMD12_5	PSMD12	151.26/122.52/130.56/133.66/129.34/114.24	127.49/105.55	129.78	116	154.3	259.57	0.85539	0.19617	0.80383	0.39233	0.99947	False
XPC_6	XPC	2.6307/3.2818/1.28/1.9232/3.4956/1.1778	2.0077/0	2.1161	0.3591	1.0287	4.2322	0.85407	0.052708	0.94729	0.10542	0.99947	False
ORC2_6	ORC2	17.099/13.127/10.24/9.6158/2.6217/10.6	16.062/10.382	9.244	12.916	24.722	18.488	0.85389	0.80027	0.19973	0.39947	0.99947	True
PSMC6_4	PSMC6	93.389/71.106/97.281/102.89/88.265/81.266	82.316/72.096	88.386	77.037	132.76	176.77	0.8536	0.19666	0.80334	0.39333	0.99947	False
PARP2_2	PARP2	31.568/42.663/39.68/33.655/45.443/35.333	40.154/50.756	37.738	45.146	29.585	75.475	0.85272	0.80309	0.19691	0.39382	0.99947	True
BRCA2_1	BRCA2	143.37/79.857/108.8/96.158/82.147/124.84	114.44/117.08	103.49	115.75	628.49	206.98	0.85244	0.80302	0.19698	0.39397	0.99947	True
GTF2H1_1	GTF2H1	48.667/55.791/52.48/60.58/58.552/55.355	60.232/68.059	55.098	64.026	18.145	110.2	0.85045	0.80246	0.19754	0.39507	0.99947	True
CDC6_3	CDC6	80.236/83.139/97.281/118.27/103.12/68.31	93.359/110.74	90.26	101.68	326.5	180.52	0.84991	0.80231	0.19769	0.39538	0.99947	True
TREX1_5	TREX1	121.01/83.139/121.6/100/100.5/80.088	91.351/136.69	99.745	111.75	318.54	199.49	0.84983	0.80229	0.19771	0.39542	0.99947	True
RFC3_6	RFC3	27.622/21.879/20.48/28.847/27.091/28.266	21.081/17.88	25.477	19.415	12.853	50.954	0.84926	0.19772	0.80228	0.39545	0.99947	False
XRCC6_6	XRCC6	195.99/148.77/172.8/166.35/182.65/182.55	142.55/175.92	174.2	158.36	265.13	348.41	0.84903	0.19793	0.80207	0.39587	0.99947	False
PSMB9_5	PSMB9	210.45/216.6/209.92/165.39/186.14/173.13	161.62/191.49	192.58	175.92	471.21	385.15	0.84858	0.19806	0.80194	0.39611	0.99947	False
RRM2B_1	RRM2B	1.3153/1.0939/2.56/2.8847/5.2435/1.1778	4.0154/3.4606	2.0232	3.728	2.696	4.0463	0.84752	0.76463	0.23537	0.47073	0.99947	True
TAOK1_2	TAOK1	230.18/216.6/250.88/223.09/237.7/261.46	252.97/256.09	236.15	254.52	289.74	472.3	0.84552	0.80109	0.19891	0.39782	0.99947	True
UBE2V2_6	UBE2V2	7.892/8.7515/7.6801/9.6158/6.9913/4.7111	3.0116/5.7677	7.4309	4.1729	2.8766	14.862	0.84512	0.17683	0.82317	0.35367	0.99947	False
FAM175A_2	FAM175A	14.469/18.597/20.48/22.116/21.848/25.911	27.104/24.224	20.254	25.624	14.855	40.507	0.8438	0.80046	0.19954	0.39907	0.99947	True
MMS19_6	MMS19	77.605/63.448/52.48/66.349/69.039/74.199	50.193/64.598	66.672	56.943	78.737	133.34	0.84255	0.19974	0.80026	0.39948	0.99947	False
ANAPC5_2	ANAPC5	328.83/343.49/336.64/336.55/303.25/310.93	309.19/300.5	326.28	304.81	256.39	652.57	0.84055	0.2003	0.7997	0.4006	0.99947	False
RFC4_4	RFC4	64.451/47.039/56.32/59.618/44.569/47.111	59.228/63.445	52.681	61.3	65.714	105.36	0.83966	0.79945	0.20055	0.4011	0.99947	True
RFC3_3	RFC3	105.23/115.96/145.92/106.74/112.73/128.38	97.374/114.2	118.37	105.45	240.98	236.74	0.8394	0.20062	0.79938	0.40124	0.99947	False
INO80E_1	INO80E	197.3/166.28/181.76/181.74/173.03/159	198.76/185.14	176.09	191.83	182.34	352.18	0.83878	0.7992	0.2008	0.40159	0.99947	True
CDC25A_3	CDC25A	163.1/149.87/143.36/164.43/169.54/171.95	169.65/180.53	160.03	175.01	128.49	320.07	0.83692	0.79868	0.20132	0.40264	0.99947	True
CCNE1_6	CCNE1	355.14/327.09/327.68/348.09/318.98/330.95	318.22/307.42	334.42	312.77	193.2	668.84	0.83687	0.20133	0.79867	0.40267	0.99947	False
PSMD7_6	PSMD7	372.24/439.76/391.68/418.29/388.02/402.8	374.44/381.25	401.54	377.83	576.29	803.08	0.83682	0.20135	0.79865	0.40269	0.99947	False
RASSF7_5	RASSF7	144.69/149.87/142.08/168.28/161.67/164.89	182.7/157.46	154.91	169.61	123.69	309.83	0.83506	0.79816	0.20184	0.40368	0.99947	True
RPA3_2	RPA3	269.64/311.77/304.64/287.51/307.62/296.8	318.22/314.34	295.98	316.28	245.15	591.95	0.83434	0.79795	0.20205	0.40409	0.99947	True
CDC7_2	CDC7	242.02/243.95/231.68/280.78/270.04/261.46	251.97/220.33	254.41	235.62	353.79	508.83	0.8333	0.20234	0.79766	0.40467	0.99947	False
ALKBH1_6	ALKBH1	101.28/125.8/104.96/134.62/118.85/126.02	108.42/102.09	117.98	105.21	170.38	235.96	0.83155	0.20283	0.79717	0.40566	0.99947	False
FANCM_6	FANCM	269.64/238.48/258.56/258.67/251.69/262.64	286.1/264.74	256.43	275.21	113.51	512.85	0.82957	0.79661	0.20339	0.40678	0.99947	True
TERF2_4	TERF2	381.45/402.57/368.64/361.55/386.27/414.57	381.47/344.33	385.41	362.42	402.3	770.82	0.82793	0.20385	0.79615	0.40771	0.99947	False
APITD1_1	APITD1	235.45/239.57/239.36/253.86/218.48/260.29	214.83/230.71	240.79	222.63	216.16	481.58	0.82771	0.20392	0.79608	0.40783	0.99947	False
SMEK1_4	SMEK1	194.67/225.35/240.64/266.36/228.96/221.42	243.94/248.59	228.56	246.25	556.94	457.12	0.82758	0.79604	0.20396	0.40791	0.99947	True
PSME1_3	PSME1	201.25/189.25/179.2/208.66/189.64/215.53	185.71/175.34	196.86	180.45	185.8	393.73	0.8271	0.20409	0.79591	0.40818	0.99947	False
CHEK1_2	CHEK1	164.42/173.94/163.84/177.89/175.66/162.53	147.57/161.5	169.6	154.37	46.845	339.19	0.82655	0.20425	0.79575	0.40849	0.99947	False
CDK2_6	CDK2	607.69/618.07/560.64/638.49/621.35/573.57	571.2/576.77	602.67	573.98	901.44	1205.3	0.8265	0.20426	0.79574	0.40852	0.99947	False
TK2_5	TK2	224.92/220.97/248.32/239.43/228.09/230.84	202.78/226.09	231.92	214.12	102.02	463.83	0.82636	0.2043	0.7957	0.4086	0.99947	False
TXN_2	TXN	65.767/56.884/71.681/77.888/63.795/68.31	69.266/84.785	67.07	76.634	51.199	134.14	0.82582	0.79555	0.20445	0.40891	0.99947	True
NonTargetControl_0036	NonTargetControl_0036	61.821/64.542/80.641/75.003/69.913/68.31	84.324/74.98	69.761	79.515	47.653	139.52	0.82581	0.79554	0.20446	0.40891	0.99947	True
CUL4A_3	CUL4A	302.53/294.27/311.04/292.32/283.15/292.09	312.2/319.53	295.77	315.84	93.201	591.54	0.82545	0.79544	0.20456	0.40911	0.99947	True
POLG2_5	POLG2	76.29/75.481/78.081/77.888/68.165/62.421	65.251/60.561	72.812	62.862	40.46	145.62	0.82453	0.20482	0.79518	0.40964	0.99947	False
DDB2_6	DDB2	561.65/544.78/577.28/594.26/556.68/562.97	549.11/527.75	566.05	538.32	298.2	1132.1	0.82416	0.20492	0.79508	0.40985	0.99947	False
PSMC2_5	PSMC2	0/0/1.28/0/0/0	0/1.7303	0.054875	0.32782	0.3032	0.10975	0.8239	0.63767	0.36233	0.72465	0.99947	True
CDC27_3	CDC27	232.81/202.38/217.6/205.78/201.87/226.13	233.9/228.4	214.1	231.13	172.68	428.2	0.82328	0.79483	0.20517	0.41035	0.99947	True
CDK2_4	CDK2	59.19/89.702/84.481/93.273/81.274/93.043	93.359/92.86	82.548	93.109	165.46	165.1	0.82193	0.79444	0.20556	0.41111	0.99947	True
CHTF18_2	CHTF18	159.16/176.12/158.72/163.47/182.65/194.33	192.74/181.68	171.91	187.13	208.72	343.83	0.82061	0.79407	0.20593	0.41187	0.99947	True
RAD54L_5	RAD54L	152.58/141.12/122.88/133.66/149.44/133.09	165.64/139.58	138.42	152.05	124.34	276.84	0.81933	0.7937	0.2063	0.4126	0.99947	True
POLA1_3	POLA1	253.86/290.99/268.8/238.47/265.67/254.4	243.94/241.67	261.54	242.8	315.8	523.07	0.81923	0.20633	0.79367	0.41266	0.99947	False
UBE2B_6	UBE2B	77.605/55.791/74.241/67.311/84.769/67.133	62.239/59.407	70.534	60.807	101.14	141.07	0.81895	0.20641	0.79359	0.41282	0.99947	False
CDC25C_1	CDC25C	97.335/101.74/112.64/114.43/124.97/121.31	121.47/126.31	111.63	123.87	116.54	223.26	0.81894	0.79359	0.20641	0.41282	0.99947	True
RNF168_3	RNF168	495.88/475.86/459.52/471.17/507.74/527.64	519/510.44	489.09	514.7	650.02	978.18	0.81891	0.79358	0.20642	0.41284	0.99947	True
CLK2_5	CLK2	339.36/339.12/321.28/345.21/325.09/366.28	307.18/328.76	339.08	317.79	258.01	678.16	0.81761	0.20679	0.79321	0.41358	0.99947	False
TPR_3	TPR	65.767/76.575/62.721/73.08/47.191/55.355	52.201/54.793	62.622	53.481	120.98	125.24	0.81681	0.20702	0.79298	0.41404	0.99947	False
ERCC3_4	ERCC3	623.47/680.43/633.61/633.68/637.08/640.7	610.35/613.68	641.24	612.01	396.87	1282.5	0.81622	0.20719	0.79281	0.41438	0.99947	False
CSNK1D_6	CSNK1D	30.253/42.663/30.72/42.31/38.452/22.378	46.178/35.183	33.621	40.308	65.355	67.241	0.81555	0.79262	0.20738	0.41477	0.99947	True
NBN_4	NBN	67.082/59.072/71.681/75.965/66.417/67.133	74.286/80.171	67.692	77.172	32.192	135.38	0.81477	0.7924	0.2076	0.41521	0.99947	True
BRCA1_5	BRCA1	76.29/79.857/71.681/84.619/72.534/80.088	87.336/87.669	77.38	87.502	24.605	154.76	0.81369	0.79209	0.20791	0.41582	0.99947	True
POLR2C_4	POLR2C	441.95/416.79/472.32/464.44/415.98/448.73	465.79/468.34	442.85	467.06	554.31	885.69	0.81369	0.79209	0.20791	0.41582	0.99947	True
ORC3_5	ORC3	9.2074/8.7515/6.4001/5.7695/10.487/7.0666	4.0154/5.1909	7.7748	4.5663	3.3549	15.55	0.81366	0.18817	0.81183	0.37635	0.99947	False
HAUS1_5	HAUS1	176.26/170.65/162.56/164.43/197.5/163.71	151.58/162.65	172.11	157.02	176.97	344.23	0.81365	0.20792	0.79208	0.41585	0.99947	False
RAD54B_4	RAD54B	86.812/66.73/81.921/78.85/74.282/77.732	92.355/83.055	77.464	87.582	46.918	154.93	0.81289	0.79186	0.20814	0.41628	0.99947	True
FEN1_6	FEN1	172.31/200.19/157.44/185.59/189.64/176.66	197.76/192.64	179.78	195.18	222.39	359.57	0.8122	0.79166	0.20834	0.41668	0.99947	True
NEIL1_4	NEIL1	73.659/82.045/83.201/71.157/103.12/96.577	66.255/81.901	84.2	73.664	159.61	168.4	0.81186	0.20843	0.79157	0.41687	0.99947	False
RTEL1_2	RTEL1	326.2/327.09/284.16/330.78/298.88/308.57	325.25/339.72	312.14	332.41	348.02	624.28	0.811	0.79132	0.20868	0.41736	0.99947	True
TOP2A_4	TOP2A	227.55/241.76/239.36/229.82/192.26/242.62	200.77/221.48	228.19	210.87	362.24	456.37	0.81043	0.20885	0.79115	0.4177	0.99947	False
TOP3A_6	TOP3A	226.24/194.72/174.08/229.82/211.49/171.95	212.82/219.75	200.05	216.26	638.98	400.1	0.81028	0.79111	0.20889	0.41778	0.99947	True
DNA2_2	DNA2	372.24/347.87/337.92/339.44/361.8/293.26	334.29/306.27	341.13	319.97	748.96	682.27	0.81027	0.20889	0.79111	0.41778	0.99947	False
RPA4_1	RPA4	144.69/131.27/136.96/120.2/153.81/159	152.59/155.15	140.36	153.86	209.52	280.72	0.80592	0.78985	0.21015	0.42029	0.99947	True
CCNO_1	CCNO	987.82/941.88/947.21/969.27/921.97/1010.5	982.78/1013.4	962.66	997.97	1058.7	1925.3	0.80471	0.78951	0.21049	0.42099	0.99947	True
RAD51C_3	RAD51C	163.1/158.62/139.52/142.31/158.18/134.27	150.58/121.12	148.93	135.05	145.53	297.85	0.80398	0.2107	0.7893	0.42141	0.99947	False
ORC4_4	ORC4	17.099/14.221/3.84/6.7311/4.3695/8.2443	11.042/10.959	7.8224	11	31.231	15.645	0.80349	0.78397	0.21603	0.43205	0.99947	True
CHEK1_3	CHEK1	97.335/101.74/102.4/99.043/121.47/136.62	121.47/119.97	108.89	120.72	250.22	217.78	0.80145	0.78856	0.21144	0.42287	0.99947	True
POLR2G_2	POLR2G	81.551/94.078/101.12/69.234/70.787/85.977	73.282/72.096	82.999	72.687	160.15	166	0.8004	0.21174	0.78826	0.42348	0.99947	False
PSMC3_2	PSMC3	78.92/59.072/64.001/69.234/85.643/65.955	59.228/61.714	69.905	60.458	99.445	139.81	0.79892	0.21217	0.78783	0.42434	0.99947	False
MMS19_1	MMS19	160.47/177.22/165.12/137.51/153.81/155.46	130.5/158.04	157.8	143.61	174.2	315.6	0.79873	0.21222	0.78778	0.42445	0.99947	False
MRE11A_3	MRE11A	46.037/44.851/43.52/58.656/45.443/36.511	49.189/57.1	45.391	52.998	51.808	90.782	0.79832	0.78766	0.21234	0.42469	0.99947	True
TOP2B_2	TOP2B	103.91/102.83/104.96/119.24/109.24/100.11	125.48/111.32	106.54	118.19	46.598	213.08	0.79795	0.78755	0.21245	0.4249	0.99947	True
CETN2_1	CETN2	71.028/60.166/69.121/94.235/79.526/74.199	91.351/76.711	74.004	83.712	132.8	148.01	0.79793	0.78754	0.21246	0.42491	0.99947	True
SMC3_1	SMC3	18.415/20.785/25.6/25.963/20.1/25.911	16.062/18.457	22.58	17.218	11.677	45.159	0.79786	0.21217	0.78783	0.42434	0.99947	False
TOPBP1_4	TOPBP1	21.045/16.409/16.64/19.232/11.361/22.378	14.054/11.535	17.438	12.733	15.851	34.877	0.79673	0.21156	0.78844	0.42312	0.99947	False
RAD51B_1	RAD51B	80.236/71.106/69.121/65.388/64.669/84.799	61.235/64.022	72.179	62.613	67.439	144.36	0.79621	0.21296	0.78704	0.42591	0.99947	False
IGHMBP2_2	IGHMBP2	328.83/309.58/270.08/342.32/317.23/325.06	290.12/299.34	314.66	294.69	618.79	629.31	0.79581	0.21307	0.78693	0.42614	0.99947	False
GAPDH_1	GAPDH	194.67/262.54/234.24/263.47/238.58/212	251.97/248.01	232.89	249.98	749.24	465.77	0.79213	0.78586	0.21414	0.42828	0.99947	True
ORC1_2	ORC1	67.082/60.166/69.121/75.965/80.4/71.844	72.278/88.246	70.465	79.864	50.032	140.93	0.79177	0.78575	0.21425	0.4285	0.99947	True
ERCC5_6	ERCC5	121.01/172.84/197.12/171.16/166.92/150.75	179.69/171.88	161.52	175.74	654.91	323.05	0.79107	0.78555	0.21445	0.4289	0.99947	True
RASSF7_2	RASSF7	132.85/133.46/144.64/115.39/117.98/151.93	148.57/141.31	132.06	144.89	206.39	264.12	0.78974	0.78516	0.21484	0.42968	0.99947	True
POLR2E_1	POLR2E	223.61/212.22/224/232.7/198.38/200.22	190.73/206.48	214.81	198.45	194.33	429.62	0.7892	0.215	0.785	0.43	0.99947	False
RPA1_5	RPA1	132.85/127.99/136.96/146.16/153.81/155.46	142.55/115.93	141.83	128.55	128.81	283.66	0.78822	0.21528	0.78472	0.43057	0.99947	False
NonTargetControl_0048	NonTargetControl_0048	76.29/107.21/90.881/97.12/93.508/77.732	100.39/100.36	89.81	100.37	139.91	179.62	0.78812	0.78469	0.21531	0.43063	0.99947	True
TREX1_1	TREX1	127.59/153.15/152.32/172.12/170.41/177.84	151.58/136.69	157.95	143.95	345.7	315.89	0.78774	0.21543	0.78457	0.43085	0.99947	False
ANAPC15_5	ANAPC15	401.18/342.4/322.56/361.55/350.44/345.08	324.25/340.29	353.07	332.17	700.3	706.15	0.78652	0.21578	0.78422	0.43156	0.99947	False
RRN3_2	RRN3	177.57/148.77/131.84/144.24/169.54/131.91	155.6/171.3	149.66	163.26	367.39	299.31	0.78632	0.78416	0.21584	0.43168	0.99947	True
USP44_2	USP44	180.2/141.12/142.08/130.78/145.07/140.15	164.63/154	145.8	159.23	295.47	291.6	0.78613	0.78411	0.21589	0.43179	0.99947	True
ANAPC2_2	ANAPC2	121.01/100.64/106.24/92.312/94.382/124.84	120.46/114.2	105.86	117.29	186.51	211.72	0.78545	0.78391	0.21609	0.43219	0.99947	True
PSMB10_4	PSMB10	92.074/75.481/93.441/87.504/94.382/74.199	74.286/76.711	85.764	75.488	83.104	171.53	0.78462	0.21634	0.78366	0.43268	0.99947	False
WRN_2	WRN	192.04/176.12/188.16/171.16/187.02/164.89	173.67/156.3	179.63	164.76	116.54	359.25	0.78442	0.2164	0.7836	0.43279	0.99947	False
APC_2	APC	240.71/236.29/243.2/254.82/256.93/248.51	271.04/257.24	246.63	264.05	66.085	493.26	0.78434	0.78358	0.21642	0.43284	0.99947	True
PSMC1_2	PSMC1	232.81/216.6/218.88/243.28/235.96/193.15	181.7/234.17	222.82	206.27	325.08	445.64	0.78381	0.21657	0.78343	0.43315	0.99947	False
TUBB1_6	TUBB1	124.96/110.49/136.96/138.47/145.94/137.8	112.43/126.31	131.9	119.17	161.49	263.8	0.78368	0.21661	0.78339	0.43323	0.99947	False
RAD23B_4	RAD23B	184.15/193.63/180.48/176.93/215.86/199.04	218.84/194.95	191.24	206.55	208.66	382.48	0.78282	0.78313	0.21687	0.43373	0.99947	True
MCM3_6	MCM3	256.49/282.23/226.56/265.4/228.09/274.42	225.87/248.59	254.61	236.96	553.07	509.23	0.78247	0.21697	0.78303	0.43394	0.99947	False
CENPE_2	CENPE	365.66/377.41/377.6/358.67/318.98/366.28	375.44/387.01	360.19	381.18	473.52	720.38	0.78216	0.78294	0.21706	0.43412	0.99947	True
RAD9B_5	RAD9B	42.091/37.194/49.92/54.81/49.813/50.644	34.131/45.565	47.02	39.437	42.177	94.041	0.782	0.21711	0.78289	0.43421	0.99947	False
RRM2B_3	RRM2B	188.09/216.6/213.76/204.82/187.89/191.98	169.65/200.72	200.18	184.53	168	400.35	0.78187	0.21715	0.78285	0.43429	0.99947	False
RAD21L1_4	RAD21L1	55.244/41.569/38.4/59.618/45.443/42.4	41.158/36.913	46.517	38.978	71.253	93.034	0.7816	0.21723	0.78277	0.43445	0.99947	False
WEE1_4	WEE1	15.784/14.221/17.92/8.6542/6.1174/9.4221	7.027/8.0748	11.238	7.5329	22.082	22.476	0.78154	0.21023	0.78977	0.42046	0.99947	False
RAD50_1	RAD50	111.8/135.65/153.6/150.01/158.18/133.09	139.54/166.69	139.46	152.51	296.32	278.92	0.78144	0.78273	0.21727	0.43454	0.99947	True
